projectRcn,projectID,participationId,projectAcronym,role,id,name,shortName,activityType,endOfParticipation,ecContribution,country,street,city,postCode
210764,116064,116064999896759,ITCC-P4,participant,999896759,INSTITUT CURIE,CUR,REC,false,214038,FR,rue d'Ulm 26,PARIS,75231
210764,116064,116064999992692,ITCC-P4,participant,999992692,CHARITE UNIVERSITAETSMEDIZIN BERLIN,CHA,HES,false,352562,DE,Chariteplatz 1,BERLIN,10117
210764,116064,116064935256153,ITCC-P4,participant,935256153,PRINSES MAXIMA CENTRUM VOOR KINDERONCOLOGIE BV,PrinsesMaximaCentrumvoorKinderoncologie,OTH,false,788000,NL,HEIDELBERGLAAN 25,UTRECHT,3584CS
210764,116064,116064999976396,ITCC-P4,participant,999976396,UNIVERSITAT ZURICH,UZH,HES,false,,CH,RAMISTRASSE 71,ZURICH,8006
210764,116064,116064918419281,ITCC-P4,participant,918419281,BAYER AKTIENGESELLSCHAFT,Bayer AG,PRC,false,,DE,KAISER-WILHELM-ALLEE 1,LEVERKUSEN,51373
210764,116064,116064952679584,ITCC-P4,participant,952679584,INNOVATIVE THERAPIES FOR CHILDREN WITH CANCER ASSOCIATION,ITCC,REC,false,107538,FR,RUE EDOUARD VAILLANT 114,VILLEJUIF,94805
210764,116064,116064999460841,ITCC-P4,participant,999460841,THE INSTITUTE OF CANCER RESEARCH: ROYAL CANCER HOSPITAL,ICR,HES,false,566750,UK,OLD BROMPTON ROAD 123,LONDON,SW7 3RP
210764,116064,116064997585928,ITCC-P4,participant,997585928,Eli Lilly and Company Limited,Lilly,PRC,false,,UK,Lilly House Priestley Road,Basingstoke,RG24 9NL
210764,116064,116064998732274,ITCC-P4,participant,998732274,ACADEMISCH MEDISCH CENTRUM BIJ DE UNIVERSITEIT VAN AMSTERDAM,AMC,HES,false,380300,NL,MEIBERGDREEF 15,AMSTERDAM,1105AZ
199344,711286,711286940274836,LeukoPredict,coordinator,940274836,PALADIN DINO,DP,PRC,false,50000,IT,VIA FORMIS ACHILLE 8,PADOVA,35129
225361,879817,879817908400830,RV001,coordinator,908400830,RHOVAC APS,RHOVAC,PRC,false,2499900,DK,AGERN ALLE 24 1,HORSHOLM,2970
225523,851241,851241999978530,TroyCAN,coordinator,999978530,KAROLINSKA INSTITUTET,KI,HES,false,1483389,SE,Nobels Vag 5,STOCKHOLM,17177
195633,658625,658625999903840,HAT-MOZ-sphere,coordinator,999903840,THE UNIVERSITY OF MANCHESTER,UNIVERSITY OF MANCHESTER,HES,false,195454.8,UK,OXFORD ROAD,MANCHESTER,M13 9PL
205528,721746,721746946168847,TransPot,participant,946168847,NUMARES AG,NUM,PRC,false,249216.48,DE,AM BIOPARK 9,REGENSBURG,93053
205528,721746,721746940994382,TransPot,partner,940994382,Carver Wilde Communications,,PRC,false,,UK,20 Mortlake High Street,London,SW14 8JN
205528,721746,721746999494888,TransPot,partner,999494888,CANCER RESEARCH UK LBG,CR-UK,REC,false,,UK,ST JOHN STREET 407 ANGEL BUILDING,LONDON,EC1V 4AD
205528,721746,721746999994535,TransPot,partner,999994535,HELSINGIN YLIOPISTO,UH,HES,false,,FI,YLIOPISTONKATU 3,HELSINGIN YLIOPISTO,00014
205528,721746,721746999903161,TransPot,participant,999903161,TAMPEREEN YLIOPISTO,UTA,HES,true,,FI,Kalevantie 4,TAMPERE,33014
205528,721746,721746999985417,TransPot,participant,999985417,UNIVERSITY OF NEWCASTLE UPON TYNE,UNEW,HES,false,273287.88,UK,KINGS GATE,NEWCASTLE UPON TYNE,NE1 7RU
205528,721746,721746999622443,TransPot,participant,999622443,IDRYMA IATROVIOLOGIKON EREUNON AKADEMIAS ATHINON,BIOMEDICAL RESEARCH FOUNDATION ACADEMY OF ATHENS,REC,false,242386.92,EL,SORANOU EFESIOU 4,ATHINA,115 27
205528,721746,721746999992013,TransPot,participant,999992013,THE QUEEN'S UNIVERSITY OF BELFAST,THE QUEEN'S UNIVERSITY OF BELFAST,HES,false,204965.91,UK,UNIVERSITY ROAD LANYON BUILDING,BELFAST,BT7 1NN
205528,721746,721746902999288,TransPot,participant,902999288,TAMPEREEN KORKEAKOULUSAATIO SR,TAMPERE UNIVERSITY,HES,false,269145.36,FI,KALEVANTIE 4,TAMPERE,33100
205528,721746,721746923381122,TransPot,participant,923381122,GenomeScan B.V.,GSCAN,PRC,false,319217.85,NL,Plesmanlaan 1d,Leiden,2333 BZ
205528,721746,721746933950533,TransPot,partner,933950533,European Association of Urology,,REC,false,,CH,Amthausgasse 6,Bern,3011 Bern
205528,721746,721746998302176,TransPot,participant,998302176,ALMAC DIAGNOSTIC SERVICES LIMITED,ALMAC,PRC,false,273287.88,UK,SEAGOE INDUSTRIAL ESTATE 20,CRAIGAVON,BT63 5QD
205528,721746,721746999988424,TransPot,participant,999988424,ERASMUS UNIVERSITAIR MEDISCH CENTRUM ROTTERDAM,ERASMUS MC,HES,false,255374.28,NL,DR MOLEWATERPLEIN 40,ROTTERDAM,3015 GD
205528,721746,721746999974165,TransPot,coordinator,999974165,UNIVERSITY OF GLASGOW,UGLA,HES,false,273287.88,UK,UNIVERSITY AVENUE,GLASGOW,G12 8QQ
205528,721746,721746941144441,TransPot,partner,941144441,Prostate Cancer UK,Prostate Cancer UK,OTH,false,,UK,Fourth floor Counting House,London,SE1 2QN
205528,721746,721746999903064,TransPot,participant,999903064,TURUN YLIOPISTO,UNIVERSITY OF TURKU,HES,false,269145.36,FI,YLIOPISTONMAKI,Turku,20014
205528,721746,721746999415445,TransPot,participant,999415445,MOSAIQUES DIAGNOSTICS GMBH,MOS,PRC,true,,DE,ROTENBURGER STRASSE 20,HANNOVER,30659
205528,721746,721746999974068,TransPot,partner,999974068,UNIVERSITY OF STRATHCLYDE,USTRAT,HES,false,,UK,Richmond Street 16,GLASGOW,G1 1XQ
208947,748585,748585999863003,TRIBBLES,coordinator,999863003,UNIVERSIDADE DO ALGARVE,UALG,HES,false,160635.6,PT,CAMPUS DE PENHA,FARO,8005 139
198779,680920,680920999979015,BioBarPro,coordinator,999979015,EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,ETH Zürich,HES,false,150000,CH,Raemistrasse 101,ZUERICH,8092
213138,780417,780417998436424,OMVCRC,participant,998436424,FONDAZIONE TOSCANA LIFE SCIENCES,TLS,REC,false,56250,IT,VIA FIORENTINA 1,SIENA,53100
213138,780417,780417999841954,OMVCRC,coordinator,999841954,UNIVERSITA DEGLI STUDI DI TRENTO,UNITN,HES,false,93750,IT,VIA CALEPINA 14,TRENTO,38122
197831,637069,637069999901609,MetCAF,coordinator,999901609,TEL AVIV UNIVERSITY,TAU,HES,false,1281958.75,IL,RAMAT AVIV,TEL AVIV,69978
222573,832430,832430999976881,METASPINE,coordinator,999976881,THE UNIVERSITY OF SHEFFIELD,USFD,HES,false,212933.76,UK,FIRTH COURT WESTERN BANK,SHEFFIELD,S10 2TN
201544,707700,707700999981925,RAC,coordinator,999981925,GOETEBORGS UNIVERSITET,UGOT,HES,false,173857.2,SE,VASAPARKEN,GOETEBORG,405 30
210035,726380,726380999977172,NanoMOFdeli,coordinator,999977172,THE CHANCELLOR MASTERS AND SCHOLARSOF THE UNIVERSITY OF CAMBRIDGE,UCAM,HES,false,1903685,UK,TRINITY LANE THE OLD SCHOOLS,CAMBRIDGE,CB2 1TN
198190,648894,648894999901318,UNEXPECTED,coordinator,999901318,LUNDS UNIVERSITET,ULUND,HES,false,2000000,SE,Paradisgatan 5c,LUND,22100
208360,747203,747203999973971,LEUKEMIC-TEs,coordinator,999973971,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,EPFL,HES,false,175419.6,CH,BATIMENT CE 3316 STATION 1,LAUSANNE,1015
210001,754453,754453999857474,CTCapture_2.0,coordinator,999857474,UNIVERSITAETSKLINIKUM HAMBURGEPPENDORF,UKE,HES,false,149825,DE,Martinistrasse 52,HAMBURG,20251
209309,749830,749830999990267,umCryofix,coordinator,999990267,MAXPLANCKGESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV,MPG,REC,false,171460.8,DE,HOFGARTENSTRASSE 8,MUENCHEN,80539
221360,803565,803565999978724,mitoUPR,coordinator,999978724,JOHANN WOLFGANG GOETHEUNIVERSITATFRANKFURT AM MAIN,GUF,HES,false,1437500,DE,THEODOR W ADORNO PLATZ 1,FRANKFURT AM MAIN,60323
211955,773897,773897999993468,Plan4Res,participant,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,485385,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
211955,773897,773897999926829,Plan4Res,coordinator,999926829,ELECTRICITE DE FRANCE,EDF,PRC,false,998500,FR,AVENUE DE WAGRAM 22,PARIS 08,75008
211955,773897,773897999983962,Plan4Res,participant,999983962,RHEINISCHWESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN,RWTH AACHEN,HES,false,598500,DE,TEMPLERGRABEN 55,AACHEN,52062
211955,773897,773897996385068,Plan4Res,participant,996385068,CONSORZIO INTERUNIVERSITARIO PER L'OTTIMIZZAZIONE E LA RICERCA OPERATIVA,ICOOR,REC,false,371200,IT,VIALE RISORGIMENTO 2,BOLOGNA,40136
211955,773897,773897897211783,Plan4Res,participant,897211783,HEWLETTPACKARD (SCHWEIZ) GMBH,HPE,PRC,false,119674.19,CH,UEBERLANDSTRASSE 1,DUEBENDORF,8600
211955,773897,773897993316085,Plan4Res,participant,993316085,KonradZuseZentrum für Informationstechnik Berlin,ZIB,REC,false,484687.5,DE,Takustraße 7,BERLIN,14195
211955,773897,773897917470330,Plan4Res,participant,917470330,CRAY COMPUTER GMBH,Cray Computer GmbH,PRC,true,313225.81,CH,HOCHBERGERSTRASSE 60C,BASEL,4057
211955,773897,773897999987260,Plan4Res,participant,999987260,SIEMENS AKTIENGESELLSCHAFT,SIE,PRC,false,533887.5,DE,WERNER-VON-SIEMENS-STR. 1,MUNCHEN,80333
221249,853850,853850999989976,ECMO-BIOMARKER,participant,999989976,MEDIZINISCHE UNIVERSITAET WIEN,MUW,HES,false,164248.75,AT,SPITALGASSE 23,WIEN,1090
221249,853850,853850999993468,ECMO-BIOMARKER,participant,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,625312.5,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
221249,853850,853850917672478,ECMO-BIOMARKER,coordinator,917672478,MERMAID CARE AS,Mermaid Care,PRC,false,1651475,DK,HEDELUND 1,NORRESUNDBY,9400
221249,853850,853850953570432,ECMO-BIOMARKER,participant,953570432,CENTRE HOSPITALIER UNIVERSITAIRE DE CLERMONTFERRAND,CHU CLER-FER,REC,false,215155,FR,RUE MONTALEMBERT 58,CLERMONT FERRAND,63003
221249,853850,853850999904034,ECMO-BIOMARKER,participant,999904034,AALBORG UNIVERSITET,AAU,HES,false,195000,DK,FREDRIK BAJERS VEJ 7K,AALBORG,9220
228907,894679,894679999993468,LILDIA,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,224933.76,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
209486,724659,724659999993468,MassiveCosmo,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,1975829,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
195624,658563,658563999993468,FlexCHIC,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,183454.8,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
196795,639750,639750999977172,VIBCONTROL,participant,999977172,THE CHANCELLOR MASTERS AND SCHOLARSOF THE UNIVERSITY OF CAMBRIDGE,UCAM,HES,true,6289.79,UK,TRINITY LANE THE OLD SCHOOLS,CAMBRIDGE,CB2 1TN
196795,639750,639750999993468,VIBCONTROL,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,1490967.21,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
194381,645754,645754999993468,Vaccinesurvey,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,328500,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
194381,645754,645754958106443,Vaccinesurvey,participant,958106443,POLO D'INNOVAZIONE DI GENOMICA GENETICA E BIOLOGIA SCARL,POLOGGB,PRC,false,297000,IT,VIA FIORENTINA 1,SIENA,53100
194381,645754,645754999710616,Vaccinesurvey,participant,999710616,MICROTEST MATRICES LTD,MtM,PRC,true,,UK,EXHIBITION ROAD BESSEMER BUILDING,LONDON,SW7 2AZ
194381,645754,645754948450287,Vaccinesurvey,participant,948450287,GENIALIS D.O.O,Genialis,PRC,false,220500,SI,KOPRSKA ULICA 72,LJUBLJANA,1000
194381,645754,645754998265704,Vaccinesurvey,partner,998265704,MINISTERE DE LA SANTE,CNRFP,PUB,false,,BF,03 BP 7009,Ouagadougou,7003
194381,645754,645754999846319,Vaccinesurvey,participant,999846319,UNIVERSITA DEGLI STUDI DI PERUGIA,UNIPG,HES,false,117000,IT,PIAZZA DELL UNIVERSITA 1,PERUGIA,06123
194381,645754,645754999987745,Vaccinesurvey,participant,999987745,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,CTL,HES,false,90000,IT,Piazzale Aldo Moro 5,ROMA,00185
201091,702981,702981999993468,SYNERGINFO,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,183454.8,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
228915,895187,895187999993468,UCEEDM,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,212933.76,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
222045,838183,838183999993468,BacDrug,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,212933.76,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
219919,825549,825549999584128,ELSAH,coordinator,999584128,AIT AUSTRIAN INSTITUTE OF TECHNOLOGY GMBH,AIT,REC,false,749961.25,AT,GIEFINGGASSE 4,WIEN,1210
219919,825549,825549999705087,ELSAH,participant,999705087,INFINEON TECHNOLOGIES AUSTRIA AG,IFAT,PRC,false,708312.5,AT,SIEMENSSTRASSE 2,VILLACH,9500
219919,825549,825549999993468,ELSAH,participant,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,382427.5,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
219919,825549,825549916801127,ELSAH,participant,916801127,SARALON,SARALON GmbH,PRC,false,304500,DE,LOTHRINGER STR. 11 BUILDING L,CHEMNITZ,09120
219919,825549,825549906191461,ELSAH,participant,906191461,LYKONDX GMBH,LYKON,PRC,false,221000,DE,SCHONHAUSER ALLEE 149,BERLIN,10435
219919,825549,825549943282903,ELSAH,participant,943282903,DIRECTSENS GMBH,DS,PRC,false,395937.5,AT,AM ROSENBUHEL 38,KLOSTERNEUBURG,3040
219919,825549,825549919466590,ELSAH,participant,919466590,SANMINA IRELAND UNLIMITED COMPANY,SAN,PRC,false,255375,IE,1ST FLOOR 9 EXCHANGE PLACE I.F.S.C.,DUBLIN 1,T12
219919,825549,825549999629136,ELSAH,participant,999629136,DEUTSCHE SPORTHOCHSCHULE KOLN,DSHS KOLN,HES,false,207375,DE,AM SPORTPARK MUENGERSDORF 6,KOLN,50933
219919,825549,825549998886116,ELSAH,participant,998886116,ACONDICIONAMIENTO TARRASENSE ASSOCIACION,LEITAT,REC,false,298331.25,ES,CARRER DE LA INNOVACIO 2,TERRASSA,08225
219919,825549,825549999975717,ELSAH,participant,999975717,UNIVERSITY COLLEGE CORK NATIONAL UNIVERSITY OF IRELAND CORK,UCC,HES,false,453317.5,IE,WESTERN ROAD,Cork,T12 YN60
229917,899587,899587999993468,STORMYTUNE,participant,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,733403.75,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
229917,899587,899587999656005,STORMYTUNE,participant,999656005,MSQUARED LASERS LIMITED,M2,PRC,false,559500,UK,VENTURE BUILDING 1 KELVIN CAMPUS MARYHILL ROAD WEST OF SCOTLAND SCIENCE PARK,GLASGOW,G20 0SP
229917,899587,899587999866107,STORMYTUNE,participant,999866107,UNIVERSITA DEGLI STUDI ROMA TRE,UNIROMA3,HES,false,535820,IT,VIA OSTIENSE 159,ROMA,00154
229917,899587,899587999874546,STORMYTUNE,participant,999874546,UNIVERSIDAD COMPLUTENSE DE MADRID,UCM,HES,false,319433.75,ES,AVENIDA DE SENECA 2,MADRID,28040
229917,899587,899587999876001,STORMYTUNE,participant,999876001,UNIWERSYTET GDANSKI,UG,HES,false,50000,PL,UL. BAZYNSKIEGO 8,GDANSK,80309
229917,899587,899587999649506,STORMYTUNE,participant,999649506,UNIVERZITA PALACKEHO V OLOMOUCI,UP,HES,false,313750,CZ,KRIZKOVSKEHO 8,OLOMOUC,771 47
229917,899587,899587999837492,STORMYTUNE,coordinator,999837492,UNIVERSITAET PADERBORN,UPB,HES,false,663750,DE,WARBURGER STRASSE 100,PADERBORN,33098
229917,899587,899587909875521,STORMYTUNE,participant,909875521,SORBONNE UNIVERSITE,Sorbonne U,HES,false,580847.5,FR,21 RUE DE L'ECOLE DE MEDECINE,PARIS,75006
199900,689810,689810999769495,PEPPER,participant,999769495,ROMSOFT SRL,ROMSOFT,PRC,false,321500,RO,BULEVARDUL CHIMIEI 2 BIS CLADIRE C6 ETAJ 3,IASI,700391
199900,689810,689810999993468,PEPPER,participant,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,1198398.75,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
199900,689810,689810997946477,PEPPER,participant,997946477,FUNDACIO INSTITUT D'INVESTIGACIO BIOMEDICA DE GIRONA DOCTOR JOSEP TRUETA,IDIBGI,REC,false,651555.64,ES,CALLE DR. CASTANY SN EDIFICIO DE LA MANCOMUNIDAD 2 PARQUE HOSPITALARIO MARTI JULIA,GIRONA,17190
199900,689810,689810999895983,PEPPER,participant,999895983,UNIVERSITAT DE GIRONA,UNIVERSITAT DE GIRONA,HES,false,327355,ES,PLACA SANT DOMENEC 3,GIRONA,17004
199900,689810,689810961506487,PEPPER,participant,961506487,CELLNOVO,Cellnovo Ltd,PRC,true,406248.75,UK,BUCKINGHAM GATE 25-28,LONDON,SW1E 6LD
199900,689810,689810999446873,PEPPER,coordinator,999446873,OXFORD BROOKES UNIVERSITY,OBU,HES,false,643013.11,UK,HEADINGTON CAMPUS GIPSY LANE,OXFORD,OX3 OBP
195990,660721,660721999993468,3D-GATED,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,195454.8,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
193792,641211,641211999993468,REDSTEM,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,148307,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
208923,747392,747392999993468,SupaSteD,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,195454.8,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
201281,705015,705015999993468,DNA Pol III,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,183454.8,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
218441,804315,804315999993468,Vision-In-Flight,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,1499968,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
193908,642414,642414999997736,TargetCaRe,participant,999997736,AARHUS UNIVERSITET,AU,HES,false,290081.88,DK,NORDRE RINGGADE 1,AARHUS C,8000
193908,642414,642414999929448,TargetCaRe,participant,999929448,THE UNIVERSITY COURT OF THE UNIVERSITY OF ABERDEEN,UNIABDN,HES,false,273287.88,UK,KING'S COLLEGE REGENT WALK,ABERDEEN,AB24 3FX
193908,642414,642414999993468,TargetCaRe,participant,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,546575.76,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
193908,642414,642414994047853,TargetCaRe,participant,994047853,AOFORSCHUNGSINSTITUT DAVOS,ARI,REC,false,530453.52,CH,CLAVADELERSTRASSE 8,DAVOS PLATZ,7270
193908,642414,642414999553864,TargetCaRe,participant,999553864,PERCUROS BV,PERCUROS BV,PRC,false,255374.28,NL,PLESMANLAAN 1,LEIDEN,2333 BZ
193908,642414,642414995000005,TargetCaRe,participant,995000005,PROCORE LTD,PROCORE BIOMED,PRC,false,260300.52,IL,GOLDA MEIR 7 WEIZMANN SCIENCE PARK 7,NES ZIONA,70400
193908,642414,642414999975911,TargetCaRe,participant,999975911,UNIVERSITEIT MAASTRICHT,MU-ICIS,HES,false,255374.28,NL,Minderbroedersberg 4-6,MAASTRICHT,6200 MD
193908,642414,642414999915189,TargetCaRe,participant,999915189,UNIVERSITAIR MEDISCH CENTRUM UTRECHT,UMC UTRECHT,HES,false,255374.28,NL,HEIDELBERGLAAN 100,UTRECHT,3584 CX
193908,642414,642414941763689,TargetCaRe,partner,941763689,Omics2Image,,PRC,false,,NL,Science Park 105,Amsterdam,1098 XG
193908,642414,642414999988424,TargetCaRe,coordinator,999988424,ERASMUS UNIVERSITAIR MEDISCH CENTRUM ROTTERDAM,ERASMUS MC,HES,false,510748.56,NL,DR MOLEWATERPLEIN 40,ROTTERDAM,3015 GD
193908,642414,642414999907720,TargetCaRe,participant,999907720,TECHNION ISRAEL INSTITUTE OF TECHNOLOGY,TECHNION,HES,false,520601.04,IL,SENATE BUILDING TECHNION CITY,HAIFA,32000
193908,642414,642414941237173,TargetCaRe,partner,941237173,STICHTING NATIONAAL REUMAFONDS,Reumafonds,OTH,false,,NL,DR J VAN BREEMENSTRAAT 4,AMSTERDAM,1056 AB
193908,642414,642414999979694,TargetCaRe,participant,999979694,CARDIFF UNIVERSITY,CARDIFF UNIVERSITY,HES,false,273287.88,UK,NEWPORT ROAD 30-36,CARDIFF,CF24 ODE
226297,873089,873089999977172,ASTROSTAT-II,participant,999977172,THE CHANCELLOR MASTERS AND SCHOLARSOF THE UNIVERSITY OF CAMBRIDGE,UCAM,HES,false,82800,UK,TRINITY LANE THE OLD SCHOOLS,CAMBRIDGE,CB2 1TN
226297,873089,873089999993468,ASTROSTAT-II,participant,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,115000,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
226297,873089,873089999974650,ASTROSTAT-II,participant,999974650,UNIVERSITE DE GENEVE,UNIGE,HES,false,138000,CH,RUE DU GENERAL DUFOUR 24,GENEVE,1211
226297,873089,873089999995893,ASTROSTAT-II,coordinator,999995893,IDRYMA TECHNOLOGIAS KAI EREVNAS,FOUNDATION FOR RESEARCH AND TECHNOLOGYHELLAS,REC,false,220800,EL,N PLASTIRA STR 100,IRAKLEIO,70013
226297,873089,873089986276989,ASTROSTAT-II,partner,986276989,Simon Fraser University,SFU,HES,false,,CA,UNIVERSITY DRIVE 8888,BURNABY,V5A 1S6
226297,873089,873089997764020,ASTROSTAT-II,partner,997764020,CALIFORNIA INSTITUTE OF TECHNOLOGYCORP,CALIFORNIA INSTITUTE OF TECHNOLOGYCORP,HES,false,,US,EAST CALIFORNIA BOULEVARD 1200,PASADENA,91125
226297,873089,873089996455490,ASTROSTAT-II,partner,996455490,SMITHSONIAN INSTITUTION,NATIONAL MUSEUM OF NATURAL HISTORY USNM,PRC,false,,US,JEFFERSON DRIVE 1000,WASHINGTON DC,20560
201069,702707,702707999993468,Finch Evo-Devo,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,183454.8,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
195680,658884,658884999993468,Eco-LWG,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,183454.8,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
227554,890595,890595999993468,TS4NC,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,212933.76,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
221808,842826,842826999993468,COMBATTB,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,212933.76,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
218110,814168,814168934242018,GROWTH,participant,934242018,CHERRY BIOTECH,CHERRY BIOTECH,PRC,false,274802.04,FR,6 RUE GURVAND,RENNES,35000
218110,814168,814168999993468,GROWTH,participant,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,303172.56,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
218110,814168,814168999867465,GROWTH,participant,999867465,UNIVERSITATSKLINIKUM BONN,UKB,HES,false,505576.8,DE,VENUSBERG-CAMPUS 1,BONN,53127
218110,814168,814168895511373,GROWTH,participant,895511373,MOKI ANALYTICS GMBH,,PRC,false,252788.4,DE,MARIENPLATZ 9,BERLIN,12207
218110,814168,814168908697553,GROWTH,participant,908697553,RECKITT BENCKISER PLC,RB,PRC,true,,UK,103-105 BATH ROAD,SLOUGH,SL1 3UH
218110,814168,814168919322739,GROWTH,participant,919322739,STICHTING VUMC,STICHTING VUMC,REC,false,265619.88,NL,DE BOELELAAN 1117,AMSTERDAM,1081 HV
218110,814168,814168998732274,GROWTH,participant,998732274,ACADEMISCH MEDISCH CENTRUM BIJ DE UNIVERSITEIT VAN AMSTERDAM,AMC,HES,false,265619.88,NL,MEIBERGDREEF 15,AMSTERDAM,1105AZ
218110,814168,814168916629922,GROWTH,coordinator,916629922,DSCN RESEARCH B.V.,DSCN Research BV,PRC,false,265619.88,NL,KLOKKENBERGWEG 8,AMSTERDAM,1101 AS
222447,844075,844075999993468,AMPLE,coordinator,999993468,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,Imperial,HES,false,212933.76,UK,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,LONDON,SW7 2AZ
206999,721567,721567954530344,CAPICE,coordinator,954530344,STICHTING VU,STICHTING VU,HES,false,510748.56,NL,DE BOELELAAN 1105,AMSTERDAM,1081 HV
