projectId,projectAcronym,fundingScheme,organizationId,title,firstName,fullName,lastName
702172,QNaMic,MSCA-IF,999979015,DR,Rene,Rene REIMANN,REIMANN
702177,BiMetArylation,MSCA-IF,99990384,DR,Maria,Maria BATUECAS,BATUECAS
702178,VIAWORD,MSCA-IF,996120064,MS,RocíoAdriana,RocíoAdriana López Zunini,López Zunini
702189,IACG-QFIIs,MSCA-IF,999976881,DR,Wenge,Wenge Wang,Wang
702213,PreclinSR,MSCA-IF,999974941,DR,Sarah,Sarah MCCANN,MCCANN
702217,NanoBioCar,MSCA-IF,999856989,DR,Claire,Claire PASSARELLI,PASSARELLI
702233,Hi-Life,MSCA-IF,999973971,DR,Halid,Halid YILDIRIM,YILDIRIM
702236,Bioisotopes,MSCA-IF,999986096,DR,Fiona,Fiona LARNER,LARNER
702238,EYEPOD,MSCA-IF,999977172,DR,Kathryn,Kathryn FELLER,FELLER
702243,Gm2m,MSCA-IF,999992789,DR,Pere,Pere MASJUAN,MASJUAN
702257,COLEDISO,MSCA-IF,99984273,DR,Michael,Michael Etter,Etter
702281,FLATOPS,MSCA-IF,991256096,DR,Sebastiano,Sebastiano PEOTTA,PEOTTA
702285,BigERRORS,MSCA-IF,992204077,PROF,Eitan,Eitan Naveh,Naveh
702285,BigERRORS,MSCA-IF,99990772,PROF,Eitan,Eitan Naveh,Naveh
702287,DalitzCPviolation,MSCA-IF,999976784,DR,Wenbin,Wenbin QIAN,QIAN
702293,MuCellWall,MSCA-IF,999839529,DR,Agnieszka,Agnieszka KREITSCHITZ,KREITSCHITZ
702296,MIGROPOLIS,MSCA-IF,999902385,DR,Rosa,Rosa SALZBERG,SALZBERG
702298,DELTAS,MSCA-IF,99998435,DR,Lorenzo,Lorenzo Rovigatti,Rovigatti
702300,NanoIntra,MSCA-IF,999836134,DR,Tangi,Tangi AUBERT,AUBERT
702300,NanoIntra,MSCA-IF,999986096,DR,Tangi,Tangi AUBERT,AUBERT
702304,3-5-FIRST,MSCA-IF,999907914,DR,Janik,Janik WOLTERS,WOLTERS
702327,NGECA,MSCA-IF,99997562,DR,Emily,Emily BROOKES,BROOKES
702329,NUTS,MSCA-IF,99986601,DR,Carlos,Carlos Naya Rodriguez,Naya Rodriguez
702346,GUIDESIGINT,MSCA-IF,99998823,DR,Robert,Robert SMOCK,SMOCK
702350,CHISEL,MSCA-IF,99986601,DR,Angeles,Angeles UTRERO,UTRERO
702385,CombiCat,MSCA-IF,99998435,DR,Venkaiah,Venkaiah CHINTALAPUDI,CHINTALAPUDI
702386,TransNic,MSCA-IF,999976978,DR,Somnath,Somnath Karad,Karad
702402,ORCA,MSCA-IF,999985708,DR,Martine,Martine VAN SCHOUWENBURG,VAN SCHOUWENBURG
702405,PHOTO ORGANO-GOLD,MSCA-IF,999548044,MR,Zhong-Yan,Zhong-Yan Cao,Cao
702406,CoEND,MSCA-IF,999865234,DR,Ali,Ali ABEDI KHALEDI,ABEDI KHALEDI
702408,DRAMATIC,MSCA-IF,99822574,DR,Matthew,Matthew WADE,WADE
702408,DRAMATIC,MSCA-IF,999985417,DR,Matthew,Matthew WADE,WADE
702410,HIntNets,MSCA-IF,998096827,DR,Michael,Michael SCHAUB,SCHAUB
702410,HIntNets,MSCA-IF,99998435,DR,Michael,Michael SCHAUB,SCHAUB
702428,LDC4PCaTher,MSCA-IF,999813339,DR,Joao,Joao SEIXAS,SEIXAS
702430,RTEL1inHHS,MSCA-IF,93642607,DR,Pol,Pol MARGALEF,MARGALEF
702435,Supra-CNT,MSCA-IF,999977172,DR,Laura,Laura Maggini,Maggini
702462,LATE-STAGE,MSCA-IF,999977172,DR,Manuel,Manuel NAPPI,NAPPI
702465,NEUROTUNN,MSCA-IF,99999308,DR,Frida,Frida Loria Salinas,Loria Salinas
702466,EVIDENCITY,MSCA-IF,999977366,DR,Armina,Armina PILAV,PILAV
702468,HoTRiverS,MSCA-IF,999907526,DR,Stephen,Stephen DUGDALE,DUGDALE
702470,SSIIE,MSCA-IF,99998435,DR,Jonathan,Jonathan DUQUETTE,DUQUETTE
702473,reSGulating,MSCA-IF,999991722,DR,Emilio,Emilio GUTIERREZ BELTRAN,GUTIERREZ BELTRAN
702476,G4-PTROs,MSCA-IF,999977172,DR,Barbara,Barbara HERDY,HERDY
702478,TRIGEM,MSCA-IF,999992595,DR,Ancheng,Ancheng HUANG,HUANG
702483,MEMORAGE,MSCA-IF,992204077,DR,Iris,Iris WIEGAND,WIEGAND
702483,MEMORAGE,MSCA-IF,999990267,DR,Iris,Iris WIEGAND,WIEGAND
702491,NeuralCon,MSCA-IF,999893946,DR,Francesco,Francesco Negro,Negro
702493,TraCTUs,MSCA-IF,999977172,DR,Vanessa,Vanessa FORTE,FORTE
702497,DySoMa,MSCA-IF,994144077,DR,Peter,Peter Kneitz,Kneitz
702497,DySoMa,MSCA-IF,999871539,DR,Peter,Peter Kneitz,Kneitz
702511,URBANet,MSCA-IF,954530344,DR,Lieve,Lieve DONNELLAN,DONNELLAN
702524,GOLDCLUSTER,MSCA-IF,999548044,DR,Jin-Ming,Jin-Ming Yang,Yang
702525,PhononGap,MSCA-IF,999993468,DR,Karthik,Karthik SASIHITHLU,SASIHITHLU
702527,RoSTBiDFramework,MSCA-IF,999853012,DR,Zaineb,Zaineb Chelly Dagdia,Chelly Dagdia
702527,RoSTBiDFramework,MSCA-IF,999907526,DR,Zaineb,Zaineb Chelly Dagdia,Chelly Dagdia
702528,GranD Cities,MSCA-IF,999866883,DR,Roberta,Roberta Cucca,Cucca
702529,MICROARCHAEODUNG,MSCA-IF,999984156,DR,Marta,Marta PORTILLO,PORTILLO
702530,MEMPATHY,MSCA-IF,999907526,DR,Federica,Federica Meconi,Meconi
702531,YouthCult,MSCA-IF,999994535,DR,Pierluca,Pierluca Birindelli,Birindelli
702538,SNSM,MSCA-IF,999990267,DR,Anders,Anders JERKSTRAND,JERKSTRAND
702548,GaugedBH,MSCA-IF,999988133,DR,Alessandra,Alessandra GNECCHI,GNECCHI
702562,PHILANTHROPIC RULE,MSCA-IF,999502357,PROF,Alvaro,Alvaro MORCILLO LAIZ,MORCILLO LAIZ
702563,NOVOCAT,MSCA-IF,999548044,DR,Xiang-Wei,Xiang-Wei Liu,Liu
702565,HHGhole2,MSCA-IF,99984661,DR,Antonio,Antonio PICÓN,PICÓN
702574,CollBioImag,MSCA-IF,999977172,DR,Bruno,Bruno OLIVEIRA,OLIVEIRA
702577,DynamAtt,MSCA-IF,999997833,DR,Tal,Tal SEIDEL MALKINSON,SEIDEL MALKINSON
702579,ETC-VSL,MSCA-IF,999977366,DR,José Ramón,José Ramón Domínguez Frejo,Domínguez Frejo
702584,PREKARN,MSCA-IF,99997562,DR,Amelia,Amelia BARGALLO,BARGALLO
702585,EPILIPRO,MSCA-IF,999977172,DR,Luigi,Luigi ALOIA,ALOIA
702586,INpaCT,MSCA-IF,991207984,DR,Cristina,Cristina Florea,Florea
702586,INpaCT,MSCA-IF,998096827,DR,Cristina,Cristina Florea,Florea
702590,Shape Evolution,MSCA-IF,999992401,DR,Purnima,Purnima Singh,Singh
702601,SATBIOFUN,MSCA-IF,996491768,DR,Suzanna,Suzanna Prosser,Prosser
702601,SATBIOFUN,MSCA-IF,999978045,DR,Suzanna,Suzanna Prosser,Prosser
702604,Cryoetch,MSCA-IF,99990287,DR,QuanZhi,QuanZhi ZHANG,ZHANG
702606,SURE,MSCA-IF,99997562,DR,Agnieszka,Agnieszka Szarkowska,Szarkowska
702607,SPanD,MSCA-IF,99946734,MR,Ignacio,Ignacio Martin-Navarro,Martin-Navarro
702607,SPanD,MSCA-IF,999990267,MR,Ignacio,Ignacio Martin-Navarro,Martin-Navarro
702610,Resummation4PS,MSCA-IF,999988133,DR,Pier,Pier MONNI,MONNI
702612,OEMBS,MSCA-IF,999850878,DR,Vincenzo,Vincenzo ALBA,ALBA
702622,eGALISM,MSCA-IF,999992401,DR,Diane,Diane CORMIER,CORMIER
702628,Future4Oceans,MSCA-IF,999466467,DR,Nuria,Nuria TEIXIDO,TEIXIDO
702628,Future4Oceans,MSCA-IF,99946831,DR,Nuria,Nuria TEIXIDO,TEIXIDO
702629,R2R-3G,MSCA-IF,999973971,DR,PABLO,PABLO ROMERO GOMEZ,ROMERO GOMEZ
702635,PCCDX,MSCA-IF,999836619,DR,Katharina,Katharina Boguslawski,Boguslawski
702638,BACCO,MSCA-IF,999976202,DR,Manuel,Manuel LINARES ALEGRET,LINARES ALEGRET
702641,Trans-Plant,MSCA-IF,999852236,DR,Eleni,Eleni STAVRINIDOU,STAVRINIDOU
702642,HOXA9 degradome,MSCA-IF,995688026,DR,Mikołaj,Mikołaj SŁABICKI,SŁABICKI
702642,HOXA9 degradome,MSCA-IF,999990073,DR,Mikołaj,Mikołaj SŁABICKI,SŁABICKI
702649,Neighbourhood Change,MSCA-IF,999977366,MRS,Tal,Tal Modai-Snir,Modai-Snir
702650,TOFNITW,MSCA-IF,999980664,DR,Tanja,Tanja VUCKOVIC JUROS,VUCKOVIC JUROS
702655,INCREASE,MSCA-IF,99997562,DR,Maria,Maria Montefinese,Montefinese
702666,DeeBMED,MSCA-IF,999985708,DR,Jakub,Jakub TOMCZAK,TOMCZAK
702681,MIDOC,MSCA-IF,999997833,DR,Enzo,Enzo TAGLIAZUCCHI,TAGLIAZUCCHI
702688,FORT2,MSCA-IF,99999793,DR,Giacomo,Giacomo ORTONA,ORTONA
702694,BATH,MSCA-IF,999901318,DR,Daniel,Daniel FINKELSTEIN SHAPIRO,FINKELSTEIN SHAPIRO
702702,AMUSIC,MSCA-IF,999975329,MR,Massimiliano,Massimiliano GUASONI,GUASONI
702705,AGENTSEGET,MSCA-IF,999974941,DR,Stefano,Stefano GATTEI,GATTEI
702707,Finch Evo-Devo,MSCA-IF,999993468,DR,Mariya,Mariya DOBREVA,DOBREVA
702713,Super-DENSE,MSCA-IF,999457543,DR,Brynmor,Brynmor HASKELL,HASKELL
702714,CLLassify,MSCA-IF,998802502,DR,Theodoros,Theodoros MOYSIADIS,MOYSIADIS
702715,InjectableLasers,MSCA-IF,999971837,DR,Matjaž,Matjaž Humar,Humar
702717,INDRO,MSCA-IF,998880005,DR,Manuela,Manuela BALZAROLO,BALZAROLO
702718,AGRICADOPT,MSCA-IF,999977172,DR,Joanne,Joanne ROWLAND,ROWLAND
702725,WARMUSIC,MSCA-IF,999981052,DR,Marta,Marta AMICO,AMICO
702726,Expectancy,MSCA-IF,99999793,DR,Matias,Matias GOLDIN,GOLDIN
702731,CATAPULT,MSCA-IF,99946734,DR,Maeva,Maeva COTTURA,COTTURA
702731,CATAPULT,MSCA-IF,99999793,DR,Maeva,Maeva COTTURA,COTTURA
702747,POSEIDOMM,MSCA-IF,99989802,DR,Luisa,Luisa GALGANI,GALGANI
702750,QLO-QG,MSCA-IF,999978336,DR,Markus,Markus Fröb,Fröb
702755,DILIPHO,MSCA-IF,999846707,DR,Chandra,Chandra Bellasio,Bellasio
702755,DILIPHO,MSCA-IF,999849132,DR,Chandra,Chandra Bellasio,Bellasio
702768,TQCRCBL,MSCA-IF,999980664,MR,Roberto,Roberto FRANCESCHINI,FRANCESCHINI
702772,TEXTUAL NETWORKS,MSCA-IF,999991043,MS,Nurgul Kivilcim,Nurgul Kivilcim YAVUZ,YAVUZ
702784,NEURO-AGE,MSCA-IF,999991334,DR,Robert,Robert Hardwick,Hardwick
702794,HOMER,MSCA-IF,999974262,DR,Max,Max MCGILLEN,MCGILLEN
702799,BOOMSTIM,MSCA-IF,999976396,DR,Irma Triasih,Irma Triasih KURNIAWAN,KURNIAWAN
702824,EnterTerra,MSCA-IF,999973971,DR,Marianna,Marianna FERETZAKI,FERETZAKI
702868,SPENG,MSCA-IF,999977172,DR,Qingshen,Qingshen JING,JING
702869,EFFECT,MSCA-IF,99997562,MR,David,David Font Vivanco,Font Vivanco
702874,SATBIM,MSCA-IF,999976978,DR,Jelena,Jelena Ninic,Ninic
702875,IsImAg,MSCA-IF,999974553,DR,RICHARD,RICHARD VEYMIERS,VEYMIERS
702880,EDU-DEM,MSCA-IF,999985708,DR,Simone,Simone DATZBERGER,DATZBERGER
702884,SOFIA,MSCA-IF,998727327,MR,Marco,Marco DELLA GALA,DELLA GALA
702888,COACH,MSCA-IF,999978336,DR,Yudo,Yudo Wicaksono,Wicaksono
702895,TRIA,MSCA-IF,999893752,DR,Leonid,Leonid KULIKOV,KULIKOV
702911,BioMIC-FUEL,MSCA-IF,99946734,DR,Daniel,Daniel WANGPRASEURT,WANGPRASEURT
702911,BioMIC-FUEL,MSCA-IF,999977172,DR,Daniel,Daniel WANGPRASEURT,WANGPRASEURT
702916,SOUTHERNCHANGE,MSCA-IF,999993468,DR,Eleonore,Eleonore Resongles,Resongles
702927,GLYCOSENSE,MSCA-IF,998403929,DR,Clare,Clare MAHON,MAHON
702927,GLYCOSENSE,MSCA-IF,999978336,DR,Clare,Clare MAHON,MAHON
702930,Ex-SPACE,MSCA-IF,99986601,DR,Claudio,Claudio Cavazzuti,Cavazzuti
702933,MCNTMTDC,MSCA-IF,99999793,DR,Ghita,Ghita GHISLAT,GHISLAT
702950,Gandhian Politics,MSCA-IF,999981052,MRS,Anwesha,Anwesha Roy,Roy
702952,MID,MSCA-IF,999975038,DR,barbara,barbara FRESCH,FRESCH
702964,INTRACOF,MSCA-IF,99990287,DR,Els,Els LECOUTERE,LECOUTERE
702970,PAEDS,MSCA-IF,999974359,DR,Cliodhna,Cliodhna O'CONNOR,O'CONNOR
702971,Halo modelling,MSCA-IF,998804636,DR,Alexander,Alexander MEAD,MEAD
702971,Halo modelling,MSCA-IF,999986387,DR,Alexander,Alexander MEAD,MEAD
702976,COST,MSCA-IF,999974359,DR,Arman,Arman MAZHIKEYEV,MAZHIKEYEV
702981,SYNERGINFO,MSCA-IF,999993468,DR,Fernando,Fernando Rosas,Rosas
702989,ReProCounters,MSCA-IF,991657094,PROF,Maritta,Maritta Törrönen,Törrönen
702991,HumAn,MSCA-IF,999976881,DR,Efthymia,Efthymia NIKITA,NIKITA
703009,Phenclass,MSCA-IF,999899572,DR,Antonio,Antonio CIMINO,CIMINO
703015,NanoSiAl,MSCA-IF,999994341,DR,Tomasz,Tomasz STAWSKI,STAWSKI
703018,NANOPTO,MSCA-IF,999619436,DR,Francesco,Francesco Di Stasio,Di Stasio
703020,SILGRAFUN,MSCA-IF,999847677,DR,Maria,Maria CRESPO,CRESPO
703042,Goal Attribution in Groups,MSCA-IF,998576007,DR,J. Lukas,J. Lukas THÜRMER,THÜRMER
703042,Goal Attribution in Groups,MSCA-IF,999866204,DR,J. Lukas,J. Lukas THÜRMER,THÜRMER
703045,EPP-Am,MSCA-IF,999867077,DR,Umberto,Umberto Lombardo,Lombardo
703047,SuMAC,MSCA-IF,999902094,MS,Anna,Anna PLYUSHTEVA,PLYUSHTEVA
703060,MECHANISM,MSCA-IF,99946734,DR,Klita,Klita PETALLIDOU,PETALLIDOU
703060,MECHANISM,MSCA-IF,999835843,DR,Klita,Klita PETALLIDOU,PETALLIDOU
703063,JUSECON,MSCA-IF,999902385,DR,Margot,Margot SALOMON,SALOMON
703071,MUSLIM-NLNO,MSCA-IF,999985805,DR,Margaretha,Margaretha VAN ES,VAN ES
703085,plaNET-seq,MSCA-IF,999991043,DR,Peter,Peter KINDGREN,KINDGREN
703093,DMD2CURE,MSCA-IF,998217883,DR,Matteo,Matteo BOVOLENTA,BOVOLENTA
703094,MARKTHEPIG,MSCA-IF,999993953,DR,Alessio,Alessio DI LUCA,DI LUCA
703100,SUPRACELL_COMMUN_CCT,MSCA-IF,99997562,DR,Alfredo,Alfredo SANSONE,SANSONE
703107,CH4ScarabDetect,MSCA-IF,947077349,DR,Carolyn-Monika,Carolyn-Monika GÖRRES,GÖRRES
703112,Spindle Brain Organoid,MSCA-IF,999919263,DR,Veronica,Veronica KRENN,KRENN
703115,PEACH,MSCA-IF,999978336,DR,Sarah Grace,Sarah Grace See,See
703117,Crossover control,MSCA-IF,999992595,DR,Maria Dolores,Maria Dolores REY SANTOME,REY SANTOME
703119,ForestRege,MSCA-IF,998463002,DR,Magdalena,Magdalena ŻYWIEC,ŻYWIEC
703125,CyclAr,MSCA-IF,99990384,DR,Venukrishnan,Venukrishnan KOMANDURI,KOMANDURI
703132,minimal-phagocyte,MSCA-IF,999990267,DR,Kristina,Kristina GANZINGER,GANZINGER
703141,BEWITCHING,MSCA-IF,99999211,DR,Bram,Bram ZANDBELT,ZANDBELT
703143,LSD-CortLVPC,MSCA-IF,999993468,MR,Tobias,Tobias Buchborn,Buchborn
703145,FORECAST,MSCA-IF,999896953,DR,Evgeny,Evgeny ZHEREBTSOV,ZHEREBTSOV
703160,PlaEndo,MSCA-IF,999977172,DR,Tina,Tina CHOSHA-NAPSO,CHOSHA-NAPSO
703162,QUERWG,MSCA-IF,999974262,DR,Etienne,Etienne Le Masson,Le Masson
703164,MTUB-ANGIO,MSCA-IF,999985805,DR,Maud,Maud MARTIN,MARTIN
703165,DeBoRA,MSCA-IF,998770686,DR,Silvia,Silvia CAPELLINO,CAPELLINO
703185,OFBioSens-MIP,MSCA-IF,999985611,DR,Miguel,Miguel HERNAEZ,HERNAEZ
703186,EvoNIN,MSCA-IF,999978433,DR,Ksenia,Ksenia PUGACH,PUGACH
703187,COMPUS,MSCA-IF,999897341,DR,Alessandra,Alessandra GILIBERT,GILIBERT
703193,ESPCSS,MSCA-IF,999974262,DR,Dara,Dara MCCUTCHEON,MCCUTCHEON
703195,SOCISS,MSCA-IF,999865234,DR,Juan,Juan BORGE,BORGE
703201,TRANSNATIONALaw,MSCA-IF,959408377,DR,Letif,Letif Tas,Tas
703201,TRANSNATIONALaw,MSCA-IF,998297035,DR,Letif,Letif Tas,Tas
703204,TNS,MSCA-IF,999974262,DR,Ludovic,Ludovic RENSON,RENSON
703211,DynamicBrainStates,MSCA-IF,999975911,DR,Nelson,Nelson TRUJILLO-BARRETO,TRUJILLO-BARRETO
703217,IFNBetaMito,MSCA-IF,999991043,DR,Emilie,Emilie TRESSE,TRESSE
703223,HURIME,MSCA-IF,998297035,DR,Melek,Melek SARAL,SARAL
703225,OHS,MSCA-IF,999974941,DR,Nicola,Nicola Perugini,Perugini
703226,CKD AKI,MSCA-IF,999661146,DR,Boris,Boris BIKBOV,BIKBOV
703227,DIBOR,MSCA-IF,99990384,DR,Jessica,Jessica Cid,Cid
703228,iGEMMdev,MSCA-IF,93642607,DR,Sophie,Sophie de Carné Trécesson,de Carné Trécesson
703230,WaterfallModel3D,MSCA-IF,99999793,MR,Edwin Richard Crews,Edwin Richard Crews Baynes,Baynes
703235,MISWORD,MSCA-IF,999847677,DR,Paolo,Paolo GERVASI,GERVASI
703236,INSTINCT,MSCA-IF,999852527,DR,Silvia,Silvia Riva,Riva
703238,NCR,MSCA-IF,99990384,DR,Alessandro,Alessandro RUFFONI,RUFFONI
703251,CONCLIMA,MSCA-IF,999643007,DR,Alexander,Alexander ROBINSON,ROBINSON
703254,EBAR,MSCA-IF,999976493,DR,Georgia,Georgia Salanti,Salanti
703258,EcoFunc4Cast,MSCA-IF,999997736,DR,Rob,Rob LEWIS,LEWIS
703269,CoTraDy,MSCA-IF,999986387,DR,Anna,Anna BENINI,BENINI
703271,PrecTherLSCC,MSCA-IF,99990384,DR,Pedro,Pedro Torres Ayuso,Torres Ayuso
703285,BIASTRESS,MSCA-IF,999455894,MR,Felipe,Felipe ESPIGARES,ESPIGARES
703287,BIOSENSIZE,MSCA-IF,999991722,DR,Ling,Ling Bai,Bai
703293,MBM,MSCA-IF,999975426,DR,Sean,Sean DYDE,DYDE
703305,SugarBlock,MSCA-IF,951414122,DR,Ling,Ling Lee,Lee
703316,PINQ,MSCA-IF,99998435,MR,Nikhil,Nikhil SENGUPTA,SENGUPTA
703322,WARFLY,MSCA-IF,94973544,DR,Véronique,Véronique FORBES,FORBES
703328,SAMA,MSCA-IF,999985417,DR,Kawtar,Kawtar Najib,Najib
703333,ITHERLAB,MSCA-IF,999994341,DR,Sven,Sven Fuchs,Fuchs
703340,CMDNAUP,MSCA-IF,999973971,DR,David,David Adams,Adams
703352,EUICIT,MSCA-IF,999452208,DR,Daniela,Daniela Crocetti,Crocetti
703354,NOMBIS,MSCA-IF,999991722,DR,Eduardo,Eduardo Gil Santos,Gil Santos
703366,SELECTRON,MSCA-IF,999991043,MR,Jonathan,Jonathan QUINSON,QUINSON
703372,HYPERTHERMOX,MSCA-IF,99999793,DR,Srinivasarao,Srinivasarao POPURI,POPURI
703373,ANCIENT_TEETH,MSCA-IF,999974359,DR,Beatriz,Beatriz GAMARRA,GAMARRA
703374,NMR4Nanos,MSCA-IF,999986096,DR,Lívia,Lívia NASZÁLYI NAGY,NASZÁLYI NAGY
703376,Bioinformatics4Breeding,MSCA-IF,99984079,DR,Laura,Laura Buggiotti,Buggiotti
703379,Symbcompat,MSCA-IF,999980567,DR,Michael,Michael Gerth,Gerth
703380,MIGRAGEN,MSCA-IF,999455021,DR,Karl,Karl WOTTON,WOTTON
703381,ECOTRAIT,MSCA-IF,999992013,DR,Andrew,Andrew Macumber,Macumber
703382,RES INV,MSCA-IF,999771144,DR,Valeria,Valeria Di Cosmo,Di Cosmo
703387,NeurOLED,MSCA-IF,999984253,DR,Caroline,Caroline MURAWSKI,MURAWSKI
703399,ROBUST POLICY,MSCA-IF,999771144,DR,Soheil,Soheil Shayegh,Shayegh
703401,ThreatValPun,MSCA-IF,999437561,DR,Andrea,Andrea PEREIRA,PEREIRA
703401,ThreatValPun,MSCA-IF,999974553,DR,Andrea,Andrea PEREIRA,PEREIRA
703415,DN-CARTILOGEL,MSCA-IF,999907526,DR,Maria del Mar,Maria del Mar PÉREZ MADRIGAL,PÉREZ MADRIGAL
703415,DN-CARTILOGEL,MSCA-IF,999976784,DR,Maria del Mar,Maria del Mar PÉREZ MADRIGAL,PÉREZ MADRIGAL
703419,DipInQuantum,MSCA-IF,999974747,DR,Igor,Igor FERRIER-BARBUT,FERRIER-BARBUT
703432,TF3C_EM,MSCA-IF,99998823,DR,Heena,Heena KHATTER,KHATTER
703438,Evol-Eyes,MSCA-IF,984570274,DR,Bruno,Bruno SIMOES,SIMOES
703438,Evol-Eyes,MSCA-IF,999974262,DR,Bruno,Bruno SIMOES,SIMOES
703446,QUNS,MSCA-IF,99984467,DR,Pär,Pär HÅKANSSON,HÅKANSSON
703456,BrainCrossTalk,MSCA-IF,999907526,DR,Barbara,Barbara Berger,Berger
703456,BrainCrossTalk,MSCA-IF,99999211,DR,Barbara,Barbara Berger,Berger
703466,PolyDrug Discovery,MSCA-IF,99997853,DR,Adam,Adam GORMLEY,GORMLEY
703489,CARER-AID,MSCA-IF,999842148,MS,Daniela,Daniela Conti,Conti
703490,Stim-Plast-O,MSCA-IF,999991334,DR,Bradley,Bradley KING,KING
703493,NEUROBUKIMI,MSCA-IF,999975911,DR,Jari,Jari KÄTSYRI,KÄTSYRI
703495,IMMIGRANTS,MSCA-IF,999976493,DR,Sylvie,Sylvie GRAF,GRAF
703497,CAP-CANCER,MSCA-IF,999835843,DR,Charalambos,Charalambos ANASTASSIOU,ANASTASSIOU
703512,CYgnaling,MSCA-IF,99999793,DR,Etienne,Etienne Grienenberger,Grienenberger
703516,TETRAPODBONES,MSCA-IF,99984079,DR,Sandy,Sandy Kawano,Kawano
703519,FLAVIC DYNAMICS,MSCA-IF,99999308,MR,João,João FREIRE,FREIRE
703521,FANCODRUG,MSCA-IF,999986484,DR,Maria,Maria CASTELLA,CASTELLA
703523,CoronaTag,MSCA-IF,999977269,DR,Junhong,Junhong YAN,YAN
703526,FLAMENCO,MSCA-IF,999847677,DR,Cecilia,Cecilia Rorai,Rorai
703530,DynOMIS,MSCA-IF,999975329,DR,Athanasios,Athanasios Papakyriakou,Papakyriakou
703539,TREPISTEME,MSCA-IF,999974262,DR,Johannes,Johannes STERN,STERN
703542,ArCH4ives,MSCA-IF,999991043,DR,Alexandra,Alexandra ROUILLARD,ROUILLARD
703543,PCFENCM,MSCA-IF,992204077,DR,Isidro,Isidro CORTES CIRIANO,CORTES CIRIANO
703543,PCFENCM,MSCA-IF,999977172,DR,Isidro,Isidro CORTES CIRIANO,CORTES CIRIANO
703561,MERC,MSCA-IF,998922879,DR,Edgar Josue,Edgar Josue Ruiz Medina,Ruiz Medina
703566,MAGPLANT,MSCA-IF,999507401,DR,Eduardo,Eduardo Silva,Silva
703570,INVeST,MSCA-IF,999896953,DR,Andras,Andras JOO,JOO
703577,Glycoli,MSCA-IF,999979015,DR,Hanne,Hanne TYTGAT,TYTGAT
703584,MCNANO,MSCA-IF,999991334,DR,Biju,Biju SILVANOSE,SILVANOSE
703589,MRCKa in cancer,MSCA-IF,999991043,MS,Mei Qi,Mei Qi KWA,KWA
703594,DECODE,MSCA-IF,93642607,DR,Jonas,Jonas DEMEULEMEESTER,DEMEULEMEESTER
703595,TASTGCEP,MSCA-IF,999897341,DR,Panagiotis,Panagiotis ATHANASOPOULOS,ATHANASOPOULOS
703597,BraIn Action,MSCA-IF,999841954,DR,Simona,Simona MONACO,MONACO
703608,MOSAIC,MSCA-IF,999841275,DR,Julia,Julia ARIAS MARTORELL,ARIAS MARTORELL
703611,DiseaseRecognition,MSCA-IF,99986601,DR,Sharon,Sharon KESSLER,KESSLER
703613,DSMM,MSCA-IF,99999793,DR,Joseph,Joseph DOWNING,DOWNING
703625,ACCELERATE,MSCA-IF,999995893,DR,Niklas,Niklas HAUSMANN,HAUSMANN
703635,EXPECTBRAIN,MSCA-IF,999857474,DR,Helen,Helen BLANK,BLANK
703639,LIPID IMMUNITY,MSCA-IF,999981052,DR,rebeca gema,rebeca gema JIMENO,JIMENO
703650,SABRE,MSCA-IF,999993468,DR,Francis,Francis FROBORG,FROBORG
703662,TOPEX,MSCA-IF,99999793,DR,Daniel,Daniel KOSTIC,KOSTIC
703666,SmartCubes,MSCA-IF,99997853,DR,Hanna,Hanna Barriga,Barriga
703667,BRIDGE,MSCA-IF,999991043,DR,ruth smadar,ruth smadar GABRIELI,GABRIELI
703668,SLIM,MSCA-IF,999530293,DR,Nikolaus,Nikolaus KRALL,KRALL
703682,MuseCoP4DT,MSCA-IF,999985514,DR,Marco,Marco MASON,MASON
703683,SoftRyd,MSCA-IF,999976978,DR,Ricardo,Ricardo GUTIERREZ,GUTIERREZ
703689,ADAPT,MSCA-IF,99984661,MR,Tiago,Tiago PINTO,PINTO
703696,ADMEP,MSCA-IF,999985805,DR,Francisco Javier,Francisco Javier HERNANDEZ RUEDA,HERNANDEZ RUEDA
703697,TopOutEq,MSCA-IF,999977172,DR,Johannes,Johannes KNOLLE,KNOLLE
703711,INTERWOVEN,MSCA-IF,999487613,DR,Ana,Ana CABRERA,CABRERA
703733,STILLING,MSCA-IF,999981925,DR,Cesar,Cesar Azorin-Molina,Azorin-Molina
703737,FemEcoMig,MSCA-IF,999977172,DR,Beatrice,Beatrice ZUCCA MICHELETTO,ZUCCA MICHELETTO
703745,CONSALT,MSCA-IF,999977463,DR,Madleen,Madleen BUSSE,BUSSE
703746,a-Si PVT-ORC,MSCA-IF,999976978,DR,Jing,Jing Li,Li
703753,PDA_TGFb,MSCA-IF,9999795,DR,enza,enza LONARDO,LONARDO
703759,DIAL-IN,MSCA-IF,999979015,DR,Rodolfo,Rodolfo CIUFFA,CIUFFA
703762,IPAHOT-PVC,MSCA-IF,996617868,DR,Matthew,Matthew MORROW,MORROW
703767,FETA,MSCA-IF,999977172,DR,Maylis,Maylis LANDEAU,LANDEAU
703784,PaleoMicroBot,MSCA-IF,999990267,DR,Dan,Dan CABANES,CABANES
703787,INTERPLAY,MSCA-IF,985772104,DR,Jordi,Jordi MERINO,MERINO
