Creation Date,Purchase Date,Fiscal Year,LPA Number,Purchase Order Number,Requisition Number,Acquisition Type,Sub-Acquisition Type,Acquisition Method,Sub-Acquisition Method,Department Name,wikidataDepartment,Supplier Code,Supplier Name,Supplier Qualifications,Supplier Zip Code,CalCard,Item Name,Identifier2,Item Description,Quantity,Unit Price,Total Price,Normalized UNSPSC,Commodity Title,Class,Class Title,Family,Family Title,Segment,Segment Title,Latitude,Longitude
2014-07-16T00:00:00Z,2014-07-16T00:00:00Z,2014-2015,1-09-97-34,1.615E+11,,NON-IT Goods,,Statewide Contract,,California Department of Transportation,http://www.wikidata.org/entity/Q127743,1718,ALBRIGHT SEED COMPANY,CA-SB,93012,NO,signs,signs55121710,signs,1,24900.45,24900.45,55121710,Traffic signs,55121700,Signage,55120000,Signage and accessories,55000000,Published Products,34.216668,-118.990368
2014-07-15T00:00:00Z,2014-07-11T00:00:00Z,2014-2015,1-13-72-02-A,4500242343,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,18030,American Textile Systems,CA-MB CA-SB,90703,NO,sheets,sheets52121509,sheets,1,21196.31,21196.31,52121509,Sheets,52121500,Bedclothes,52120000,Bedclothes and table and kitchen linen and towels,52000000,Domestic Appliances and Supplies and Consumer Electronic Products,33.867623,-118.068782
2014-08-15T00:00:00Z,2014-08-15T00:00:00Z,2014-2015,1-14-73-02A,4500246862,,NON-IT Goods,,Statewide Contract,,Correctional Health Care Services,,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,FOOD CONTAINER SUPPLY LOT,FOOD CONTAINER SUPPLY LOT48101919,"plastic containers/lids, hot plates, spoons, forks, knives, aluminum foil",1,1596.45,1596.45,48101919,Food service glasses or cups or mugs or container lids,48101900,Tabletop and serving equipment,48100000,Institutional food services equipment,48000000,Service Industry Machinery and Equipment and Supplies,36.675079,-119.865393
2014-08-25T00:00:00Z,2014-08-25T00:00:00Z,2014-2015,1-13-89-07,4500248039,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,17520,Seacat Enterprises,CA-SB,90274,NO,cheese,cheese50131801,cheese,1,14400,14400,50131801,Natural cheese,50131800,Cheese,50130000,Dairy products and eggs,50000000,Food Beverage and Tobacco Products,33.779784,-118.375432
2014-09-10T00:00:00Z,2014-09-10T00:00:00Z,2014-2015,1-14-89-110,4500250265,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,28553,INTERSECT USA,CA-MB CA-SB,91355,NO,"CEREAL, RICE","CEREAL, RICE50221201",cereal,1197,18.2,21785.4,50221201,Ready to eat or hot cereals,50221200,Processed cereals,50220000,Cereal and pulse products,50000000,Food Beverage and Tobacco Products,34.416351,-118.574425
2014-09-25T00:00:00Z,2014-09-25T00:00:00Z,2014-2015,1-13-89-134,4500252525,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,Dry Bakery Mixes,Dry Bakery Mixes50181708,Dry Bakery Mixes,10,2649.85,26498.5,50181708,Baking mixes,50181700,Baking mixes and supplies,50180000,Bread and bakery products,50000000,Food Beverage and Tobacco Products,36.675079,-119.865393
2014-09-04T00:00:00Z,2014-09-04T00:00:00Z,2014-2015,1-09-75-41B,3178021,,NON-IT Goods,,Statewide Contract,,California Department of General Services,http://www.wikidata.org/entity/Q5020423,56613,STAY SAFE SUPPLY,CA-DVBE,95762,NO,OFFSET PAPER,OFFSET PAPER14121904,OFFSET PAPER,1,22437,22437,14121904,Offset paper,14121900,Newsprint and offset papers,14120000,Industrial use papers,14000000,Paper Materials and Products,38.682162,-121.064452
2014-09-08T00:00:00Z,2014-09-08T00:00:00Z,2014-2015,1-14-89-69,4500249884,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,28553,INTERSECT USA,CA-MB CA-SB,91355,NO,BEANS,BEANS50401819,ASST BEANS 7350.00,1,7350,7350,50401819,Fava or broad beans,50401800,Beans,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products,34.416351,-118.574425
2014-09-17T00:00:00Z,2014-09-16T00:00:00Z,2014-2015,1-14-75-41D,4500215234,,NON-IT Goods,,Statewide Contract,,California Department of Water Resources,http://www.wikidata.org/entity/Q5020440,8485,Midtown Stationers,CA-SB,94102,NO,"PAPER,COPY,20 LB,8-1/2"" X 11"",WHT","PAPER,COPY,20 LB,8-1/2"" X 11"",WHT14111507","PAPER,COPY,20 LB,8-1/2"" X 11"",WHT",400,30,12000,14111507,Printer or copier paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,37.779168,-122.419625
2014-09-24T00:00:00Z,2014-09-24T00:00:00Z,2014-2015,1-13-89-62,4500252341,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11350,Seafood Dimensions Intn'l Inc.,CA-SB,92809,NO,tortilla,tortilla50193301,"TORTILLA, CORN, 5-1/2"" FROZEN",1,6086.4,6086.4,50193301,Processed clementine fruit,50193300,Processed citrus fruits,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,33.865826,-117.744572
2014-10-01T00:00:00Z,2014-10-01T00:00:00Z,2014-2015,1-14-89-85,4500253360,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11350,Seafood Dimensions Intn'l Inc.,CA-SB SB,92809,NO,fish,fish50121537,Batter Dipped Cod or Pollock Pre-Cooked 4oz.,12580,1.74,21889.2,50121537,Frozen fish,50121500,Fish,50120000,Seafood,50000000,Food Beverage and Tobacco Products,33.865826,-117.744572
2014-10-28T00:00:00Z,2014-10-27T00:00:00Z,2014-2015,1-14-75-41D,4500256451,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,8485,Midtown Stationers,CA-SB SB,94102,NO,Paper,Paper14111507,Paper,1,6510,6510,14111507,Printer or copier paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,37.779168,-122.419625
2014-10-30T00:00:00Z,2014-10-30T00:00:00Z,2014-2015,1-14-75-41D,41500000115,,NON-IT Goods,,Statewide Contract,,California Department of Transportation,http://www.wikidata.org/entity/Q127743,8485,Midtown Stationers,CA-SB SB,94102,NO,Paper,Paper14111507,Paper,320,30,9600,14111507,Printer or copier paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,37.779168,-122.419625
2014-11-18T00:00:00Z,2014-11-18T00:00:00Z,2014-2015,1-12-68-10,2660- 031500000169,,NON-IT Goods,,Statewide Contract,,California Department of Transportation,http://www.wikidata.org/entity/Q127743,8497,McArthur Farm Supply Inc.,CA-SB SB,96056,NO,"SALT, DEICING","SALT, DEICING11111609","SALT, DEICING",500,99.25,49625,11111609,Basalt,11111600,Stone,11110000,Earth and stone,11000000,Mineral and Textile and Inedible Plant and Animal Materials,40.968321,-121.121279
2014-11-14T00:00:00Z,2014-11-14T00:00:00Z,2014-2015,1-10-56-10M,71500000174,,NON-IT Goods,,Statewide Contract,,California Department of Transportation,http://www.wikidata.org/entity/Q127743,9788,"SIERRA AGGREGATE COMPANY, INC.",CA-MB CA-SB,92248,NO,Cinders,Cinders11111701,Spec D,400,58.24,23296,11111701,Silica sand,11111700,Sand,11110000,Earth and stone,11000000,Mineral and Textile and Inedible Plant and Animal Materials,33.665397,-116.307975
2014-12-11T00:00:00Z,2014-12-11T00:00:00Z,2014-2015,1-14-89-13,4500261630,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,19621,Christian Bartels Enterprises Inc. dba CB Enterprises,CA-SB SB,95366,NO,"Condiments - Mustard, Mayo, Relish, Dressing-French & Itallian","Condiments - Mustard, Mayo, Relish, Dressing-French & Itallian50171832","Condiments - Mustard, Mayo, Relish, Dressing-French & Itallian",1,14491.15,14491.15,50171832,Salad dressing or dips,50171800,Sauces and spreads and condiments,50170000,Seasonings and preservatives,50000000,Food Beverage and Tobacco Products,37.756787,-121.128369
2014-12-11T00:00:00Z,2015-01-01T00:00:00Z,2014-2015,1-13-89-07,SN453112,,NON-IT Goods,,Statewide Contract,,California Department of Developmental Services,http://www.wikidata.org/entity/Q5020413,17520,Seacat Enterprises,CA-SB,90274,NO,"Cheese, Swiss","Cheese, Swiss50131802",20#/cs,40,2.92,116.84,50131802,Processed cheese,50131800,Cheese,50130000,Dairy products and eggs,50000000,Food Beverage and Tobacco Products,33.779784,-118.375432
2014-12-24T00:00:00Z,2014-12-23T00:00:00Z,2014-2015,1-14-97-32,1.615E+11,,NON-IT Goods,,Statewide Contract,,California Department of Transportation,http://www.wikidata.org/entity/Q127743,1718,ALBRIGHT SEED COMPANY,CA-SB,93012,NO,signs,signs55121710,signs,1,260280.25,260280.25,55121710,Traffic signs,55121700,Signage,55120000,Signage and accessories,55000000,Published Products,34.216668,-118.990368
2014-12-29T00:00:00Z,2014-12-02T00:00:00Z,2014-2015,4-13-71-0103B,S4809004,,NON-IT Goods,,CMAS,,California Department of Parks and Recreation,http://www.wikidata.org/entity/Q2933976,42762,Southern California Ergonomics,CA-MB CA-SB SB,92394,NO,chairs,chairs56101504,Ergonomics Chairs,1,6526.9,6526.9,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,34.551164,-117.3406
2014-12-04T00:00:00Z,2014-11-26T00:00:00Z,2014-2015,1-13-89-07,14548128,,NON-IT Goods,,Statewide Contract,,"State Hospitals, Department of",,17520,Seacat Enterprises,CA-SB,90274,NO,"Parmesan Cheese, Grated","Parmesan Cheese, Grated50131802","CHEESE PARMESAN, GRATED",20,3.18,63.56,50131802,Processed cheese,50131800,Cheese,50130000,Dairy products and eggs,50000000,Food Beverage and Tobacco Products,33.779784,-118.375432
2015-02-25T00:00:00Z,2015-02-25T00:00:00Z,2014-2015,1-15-89-24,4500270529,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11350,Seafood Dimensions Intn'l Inc.,CA-SB,92809,NO,Tuna Pouches,Tuna Pouches50121538,Tuna Pouches,1,14190,14190,50121538,Shelf stable fish,50121500,Fish,50120000,Seafood,50000000,Food Beverage and Tobacco Products,33.865826,-117.744572
2015-02-13T00:00:00Z,2015-02-12T00:00:00Z,2014-2015,1-14-89-20,4500269037,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,34872,Adolph Inc.,CA-SB,93720,NO,chips,chips50192109,chips,1,8092.72,8092.72,50192109,Crisps or chips or pretzels or mixes,50192100,Snack foods,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,36.85932,-119.759328
2015-03-17T00:00:00Z,2015-03-11T00:00:00Z,2014-2015,1-15-89-59,4500273105,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,34872,Adolph Inc.,CA-SB,93720,NO,CEREAL/BULK GRAIN,CEREAL/BULK GRAIN50221101,CEREAL/BULK GRAIN,4,1846.25,7385,50221101,Cereal grains,50221100,Cereals,50220000,Cereal and pulse products,50000000,Food Beverage and Tobacco Products,36.85932,-119.759328
2015-03-30T00:00:00Z,2015-03-30T00:00:00Z,2014-2015,1-14-75-41D,4500274064,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,8485,Midtown Stationers,CA-SB,94102,NO,Paper,Paper14111525,White Copy Paper,1,23352,23352,14111525,Multipurpose paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,37.779168,-122.419625
2015-03-21T00:00:00Z,2015-03-09T00:00:00Z,2014-2015,1-13-89-126,4500272462,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,15570,McGinty Sales Company,CA-SB,93306,NO,LUNCH MEAT,LUNCH MEAT50111531,LUNCH MEAT,1,66889.5,66889.5,50111531,"Mixed species meat, minimally processed without additions",50111500,Minimally processed meat and poultry products,50110000,Meat and poultry products,50000000,Food Beverage and Tobacco Products,35.400031,-118.909275
2015-03-09T00:00:00Z,2015-03-09T00:00:00Z,2014-2015,1-15-89-06,4500272413,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,34872,Adolph Inc.,CA-SB,93720,NO,GRAHAM CRACKERS,GRAHAM CRACKERS50181909,200/2 ct/cs,1025,10.3,10557.5,50181909,Crackers,50181900,Bread and biscuits and cookies,50180000,Bread and bakery products,50000000,Food Beverage and Tobacco Products,36.85932,-119.759328
2015-03-23T00:00:00Z,2015-03-23T00:00:00Z,2014-2015,1-14-75-41D,4500274555,,NON-IT Goods,,Statewide Contract,,Correctional Health Care Services,,8485,Midtown Stationers,CA-SB,94102,NO,Copy Paper,Copy Paper14111507,copy paper,240,30,7200,14111507,Printer or copier paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,37.779168,-122.419625
2015-04-29T00:00:00Z,2015-04-29T00:00:00Z,2014-2015,1-14-75-41D,94292,,NON-IT Goods,,Statewide Contract,,California Department of Social Services,http://www.wikidata.org/entity/Q5020438,8485,Midtown Stationers,CA-SB,94102,NO,Paper,Paper14111507,Paper,160,30,4800,14111507,Printer or copier paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,37.779168,-122.419625
2015-05-20T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-14-89-78,4500282398,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,1729526,ABC Ventures LLC,CA-SB,94583,NO,beef stew,beef stew50191507,Stew Beef,168,52.85,8878.8,50191507,Shelf stable prepared soups or stews,50191500,Prepared soups and stews,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,37.755754,-121.963415
2015-05-20T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-15-89-59,4500282519,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,34872,Adolph Inc.,CA-SB,93720,NO,"CEREAL, ROLLED OATS","CEREAL, ROLLED OATS50221101",CEREAL ROLLED OATS,5000,0.42,2100,50221101,Cereal grains,50221100,Cereals,50220000,Cereal and pulse products,50000000,Food Beverage and Tobacco Products,36.85932,-119.759328
2015-06-15T00:00:00Z,2015-06-15T00:00:00Z,2014-2015,1-14-75-41D,3183081,,NON-IT Goods,,Statewide Contract,,California Department of General Services,http://www.wikidata.org/entity/Q5020423,8485,Midtown Stationers,CA-SB,94102,NO,BOND PAPER,BOND PAPER60121104,BOND PAPER,1,6000,6000,60121104,Bond drawing paper,60121100,Canvases and films and boards and artists papers,60120000,Arts and crafts equipment and accessories and supplies,60000000,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,37.779168,-122.419625
2015-06-09T00:00:00Z,2015-06-05T00:00:00Z,2014-2015,1-13-89-07,FV557010,,NON-IT Goods,,Statewide Contract,,California Department of Developmental Services,http://www.wikidata.org/entity/Q5020413,17520,Seacat Enterprises,CA-SB,90274,NO,Hot Dog Buns,Hot Dog Buns50181901,hot dog buns,112,1.5,168,50181901,Fresh bread,50181900,Bread and biscuits and cookies,50180000,Bread and bakery products,50000000,Food Beverage and Tobacco Products,33.779784,-118.375432
2015-06-13T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-15-89-134,4500286532,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,various cake mixes,various cake mixes50181708,cake mixes,1,29384,29384,50181708,Baking mixes,50181700,Baking mixes and supplies,50180000,Bread and bakery products,50000000,Food Beverage and Tobacco Products,36.675079,-119.865393
2015-02-12T00:00:00Z,2015-02-12T00:00:00Z,2014-2015,1-15-89-43,4500268984,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,34872,Adolph Inc.,CA-SB,93720,NO,prunes,prunes50192110,dried fruit,1,5209.75,5209.75,50192110,Nuts or dried fruits,50192100,Snack foods,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,36.85932,-119.759328
2015-03-02T00:00:00Z,2015-03-02T00:00:00Z,2014-2015,1-14-89-69,4500271307,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,28553,INTERSECT USA,CA-MB CA-SB,91355,NO,DRIED LEGUMES,DRIED LEGUMES50421844,DRIED LEGUMES,1,13988,13988,50421844,Dried pinto beans,50421800,Dried beans,50420000,Dried vegetables,50000000,Food Beverage and Tobacco Products,34.416351,-118.574425
2014-10-28T00:00:00Z,2013-10-04T00:00:00Z,2014-2015,1-13-72-02-A,4500202273,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,18030,American Textile Systems,CA-MB CA-SB,90703,NO,BLANKET WOOL,BLANKET WOOL11161601,BLANKET WOOL,750,6.29,4717.5,11161601,Plain weave wool fabrics,11161600,Wool fabrics,11160000,Fabrics and leather materials,11000000,Mineral and Textile and Inedible Plant and Animal Materials,33.867623,-118.068782
2014-10-21T00:00:00Z,2013-12-12T00:00:00Z,2014-2015,1-14-89-06,4500211476,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,1729526,ABC Ventures LLC,CA-SB,94583,NO,GRAHAM CRACKERS,GRAHAM CRACKERS50181909,"Graham Crackers, Individual",1560,9.75,15210,50181909,Crackers,50181900,Bread and biscuits and cookies,50180000,Bread and bakery products,50000000,Food Beverage and Tobacco Products,37.755754,-121.963415
2015-05-27T00:00:00Z,2015-05-27T00:00:00Z,2014-2015,4-98-01-0019F,P1401091,,NON-IT Goods,,CMAS,,California Franchise Tax Board,http://www.wikidata.org/entity/Q5020495,1000533,Western Contract Furnishers,CA-SB,95742,NO,Haworth modular workstation (parts),Haworth modular workstation (parts)56111507,Haworth modular workstation (parts),1,7559.15,7559.15,56111507,Modular staff office packages,56111500,Workstations and office packages,56110000,Commercial and industrial furniture,56000000,Furniture and Furnishings,38.585855,-121.217204
2015-02-02T00:00:00Z,2015-01-12T00:00:00Z,2014-2015,1-13-89-55,4500265163,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,36345,French Fry Xpress,CA-SB,95126,NO,POTATO HASH BROWN,POTATO HASH BROWN50192602,hashbrowns,15000,0.56,8400,50192602,Frozen prepared potatoes or rice or pasta or stuffing,50192600,Prepared side dishes,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,37.327651,-121.917248
2015-06-02T00:00:00Z,2015-06-02T00:00:00Z,2014-2015,1-15-89-24,4500284568,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11350,Seafood Dimensions Intn'l Inc.,CA-SB,92809,NO,Tuna fish,Tuna fish50467007,Tuna fish,1,5583.04,5583.04,50467007,Canned tuna,50467000,Canned or jarred kimchis,50460000,Canned or jarred vegetables,50000000,Food Beverage and Tobacco Products,33.865826,-117.744572
2014-07-29T00:00:00Z,2014-07-29T00:00:00Z,2014-2015,1-12-56-20-01-B,2660- 011500000018,,NON-IT Goods,,Statewide Contract,,California Department of Transportation,http://www.wikidata.org/entity/Q127743,4355,"Eagle Rock, Inc",CA-MB CA-SB,96093,NO,ASPHALT CONCRETE,ASPHALT CONCRETE30121601,ASPHALT CONCRETE,500,109.61,54805,30121601,Asphalt,30121600,Asphalts,30120000,Roads and landscape,30000000,Structures and Building and Construction and Manufacturing Components and Supplies,40.736805,-122.946399
2014-08-22T00:00:00Z,2014-08-04T00:00:00Z,2014-2015,1-14-26-01B,074H4006,,NON-IT Goods,,Statewide Contract,,California Highway Patrol,http://www.wikidata.org/entity/Q2249117,1196900,OK TIRE AND AUTOMOTIVE,CA-MB CA-SB,95841,NO,"Tire, Goodyear Wrangler HT, LT225/75R16","Tire, Goodyear Wrangler HT, LT225/75R1625172504","Tire, Goodyear Wrangler HT, LT225/75R16",4,124.6,498.4,25172504,Automobile or light truck tires,25172500,Tires and tire tubes,25170000,Transportation components and systems,25000000,Commercial and Military and Private Vehicles and their Accessories and Components,38.662263,-121.346136
2014-09-30T00:00:00Z,2013-09-12T00:00:00Z,2014-2015,1-13-89-07,4500198589,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,17520,Seacat Enterprises,CA-SB,90274,NO,Various types of cheese,Various types of cheese50131802,Various types of cheese,1,25890,25890,50131802,Processed cheese,50131800,Cheese,50130000,Dairy products and eggs,50000000,Food Beverage and Tobacco Products,33.779784,-118.375432
2014-09-22T00:00:00Z,2014-09-22T00:00:00Z,2014-2015,1-14-89-136,4500251821,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,1729526,ABC Ventures LLC,CA-SB,94583,NO,kosher meals,kosher meals50192702,"Kosher everyday meals, 21 day menu",273,33.18,9059.23,50192702,Frozen combination meals,50192700,Packaged combination meals,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,37.755754,-121.963415
2014-09-16T00:00:00Z,2014-09-16T00:00:00Z,2014-2015,1-14-75-41D,5.915E+11,,NON-IT Goods,,Statewide Contract,,California Department of Transportation,http://www.wikidata.org/entity/Q127743,8485,Midtown Stationers,CA-SB,94102,NO,Paper,Paper14111507,11 x 17 paper,40,36,1440,14111507,Printer or copier paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,37.779168,-122.419625
2014-07-28T00:00:00Z,2014-07-28T00:00:00Z,2014-2015,1-09-13-02A,450024441,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,31085,SUCCOR INTERNATIONAL,CA-SB,92101,NO,ammunition,ammunition46101601,ammunition,1,29971,29971,46101601,Defense or law enforcement ammunition,46101600,Ammunition,46100000,Light weapons and ammunition,46000000,Defense and Law Enforcement and Security and Safety Equipment and Supplies,32.72112,-117.166986
