OrderID,Producto,ProductURI,OrderItemID,Tipo,NIF,Company,matchedOrganizations,Adjudicatario,OrganizationURI,Fecha,CantidadPedido,CantidadRecibido,CantidadPendiente,ImportePedido,ImportePagado,ImportePendiente,totalVAT
Tubul/filt/circ__Y_MEDTRONIC_IBERICA_SA_2020-03-16T00:00Z,Tubul/filt/circ. Y,Tubul/filt/circ__Y,Tubul/filt/circ__Y_MEDTRONIC_IBERICA_SA,Product,A28389484,"MEDTRONIC IBERICA, S.A.",Q642189,Medtronic plc,MEDTRONIC_IBERICA_SA,2020-03-16T00:00:00Z,1395.0,1395.0,0.0,2890.0,2890.0,0,21
HISOPOS_BIOMERIEUX_ESPAÑA_SA_2020-03-16T00:00Z,HISOPOS,HISOPOS,HISOPOS_BIOMERIEUX_ESPAÑA_SA,Product,A28664589,"BIOMERIEUX ESPAÑA, S.A.",,"BIOMERIEUX ESPAÑA, S.A.",BIOMERIEUX_ESPAÑA_SA,2020-03-16T00:00:00Z,1000.0,1000.0,0.0,2098.0,2098.0,0,21
SOLUCION_HIDROALCOHOLICA_(biocida_y_cosmetica)_AROM_SA_2020-03-16T00:00Z,SOLUCION HIDROALCOHOLICA (biocida y cosmetica),SOLUCION_HIDROALCOHOLICA_(biocida_y_cosmetica),SOLUCION_HIDROALCOHOLICA_(biocida_y_cosmetica)_AROM_SA,Product,A30014047,"AROM, S.A.",,"AROM, S.A.",AROM_SA,2020-03-16T00:00:00Z,11760.0,11760.0,0.0,32301.0,32301.0,0,21
GUANTE_VINILO_BARNA_IMPORT_MEDICA_SA_2020-03-16T00:00Z,GUANTE VINILO,GUANTE_VINILO,GUANTE_VINILO_BARNA_IMPORT_MEDICA_SA,Product,A58001686,"BARNA IMPORT MEDICA, S.A.",,"BARNA IMPORT MEDICA, S.A.",BARNA_IMPORT_MEDICA_SA,2020-03-16T00:00:00Z,116000.0,116000.0,0.0,2892.0,2892.0,0,21
GUANTES_DE_NITRILO__CON_Y_SIN_POLVO_BARNA_IMPORT_MEDICA_SA_2020-03-16T00:00Z,"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,GUANTES_DE_NITRILO__CON_Y_SIN_POLVO_BARNA_IMPORT_MEDICA_SA,Product,A58001686,"BARNA IMPORT MEDICA, S.A.",,"BARNA IMPORT MEDICA, S.A.",BARNA_IMPORT_MEDICA_SA,2020-03-16T00:00:00Z,3600.0,3600.0,0.0,614.0,614.0,0,21
Sonda_endodigestiva_GRIFOLS_MOVACO_SA_2020-03-16T00:00Z,Sonda endodigestiva,Sonda_endodigestiva,Sonda_endodigestiva_GRIFOLS_MOVACO_SA,Product,A58426008,"GRIFOLS MOVACO, S.A.",Q901262,Grifols,GRIFOLS_MOVACO_SA,2020-03-16T00:00:00Z,200.0,200.0,0.0,1595.0,1595.0,0,0
KITS_PCR_DIAGNOSTICO_COVID-19_PALEX_MEDICAL_SA_2020-03-16T00:00Z,KITS PCR DIAGNOSTICO COVID-19,KITS_PCR_DIAGNOSTICO_COVID-19,KITS_PCR_DIAGNOSTICO_COVID-19_PALEX_MEDICAL_SA,Product,A58710740,"PALEX MEDICAL, S.A.",,"PALEX MEDICAL, S.A.",PALEX_MEDICAL_SA,2020-03-16T00:00:00Z,20.0,20.0,0.0,47190.0,47190.0,0,21
TERMOCICLADOR_(1854095)_BIO-RAD_LABORATORIES_SA_2020-03-16T00:00Z,TERMOCICLADOR (1854095),TERMOCICLADOR_(1854095),TERMOCICLADOR_(1854095)_BIO-RAD_LABORATORIES_SA,Product,A79389920,"BIO-RAD LABORATORIES, S.A.",Q2904022,Bio-Rad Laboratories,BIO-RAD_LABORATORIES_SA,2020-03-16T00:00:00Z,1.0,1.0,0.0,26620.0,26620.0,0,21
CONTENEDORES_AKRALAB_SL_2020-03-16T00:00Z,CONTENEDORES,CONTENEDORES,CONTENEDORES_AKRALAB_SL,Product,B03362621,"AKRALAB, S.L.",,"AKRALAB, S.L.",AKRALAB_SL,2020-03-16T00:00:00Z,800.0,67.0,733.0,22128.0,1853.0,20275,21
GUANTES_DE_NITRILO__CON_Y_SIN_POLVO_IZASA_HOSPITAL_SLU_2020-03-16T00:00Z,"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,GUANTES_DE_NITRILO__CON_Y_SIN_POLVO_IZASA_HOSPITAL_SLU,Product,B08438731,"IZASA HOSPITAL, S.L.U",,"IZASA HOSPITAL, S.L.U",IZASA_HOSPITAL_SLU,2020-03-16T00:00:00Z,36000.0,36000.0,0.0,1221.0,1221.0,0,21
RESPIRADOR_DEXTRO_MEDICA_SL_2020-03-16T00:00Z,RESPIRADOR,RESPIRADOR,RESPIRADOR_DEXTRO_MEDICA_SL,Product,B46149555,"DEXTRO MEDICA, S.L.",,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-03-16T00:00:00Z,23.0,20.0,3.0,207000.0,180000.0,27000,21
RESPIRADOR_VOLUMETRICO_DEXTRO_MEDICA_SL_2020-03-16T00:00Z,RESPIRADOR VOLUMETRICO,RESPIRADOR_VOLUMETRICO,RESPIRADOR_VOLUMETRICO_DEXTRO_MEDICA_SL,Product,B46149555,"DEXTRO MEDICA, S.L.",,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-03-16T00:00:00Z,5.0,5.0,0.0,81781.0,81781.0,0,21
Nebuliz_/humidific__KEYLAB_MEDICAL_SL_2020-03-16T00:00Z,Nebuliz./humidific.,Nebuliz_/humidific_,Nebuliz_/humidific__KEYLAB_MEDICAL_SL,Product,B61053922,"KEYLAB MEDICAL, S.L.",,"KEYLAB MEDICAL, S.L.",KEYLAB_MEDICAL_SL,2020-03-16T00:00:00Z,1030.0,1030.0,0.0,4174.0,4174.0,0,0
Fund/prot_desechable_MOLNLYCKE_HEALTH_CARE_SL_2020-03-16T00:00Z,Fund/prot.desechable,Fund/prot_desechable,Fund/prot_desechable_MOLNLYCKE_HEALTH_CARE_SL,Product,B61526414,MOLNLYCKE HEALTH CARE S.L.,Q3333974,Mölnlycke Health Care,MOLNLYCKE_HEALTH_CARE_SL,2020-03-16T00:00:00Z,1200.0,1200.0,0.0,1814.0,1814.0,0,21
RESPIRADOR_MARCOM_MEDICA_SL_2020-03-16T00:00Z,RESPIRADOR,RESPIRADOR,RESPIRADOR_MARCOM_MEDICA_SL,Product,B73182586,"MARCOM MEDICA, S.L.",,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-03-16T00:00:00Z,5.0,4.0,1.0,54705.0,44205.0,10500,21
RESPIRADOR_ALTA_FRECUENCIA_MARCOM_MEDICA_SL_2020-03-16T00:00Z,RESPIRADOR ALTA FRECUENCIA,RESPIRADOR_ALTA_FRECUENCIA,RESPIRADOR_ALTA_FRECUENCIA_MARCOM_MEDICA_SL,Product,B73182586,"MARCOM MEDICA, S.L.",,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-03-16T00:00:00Z,1.0,1.0,0.0,37675.0,37675.0,0,21
RESPIRADOR_DE_VENTILACIÓN_NO_INVASIVA_MARCOM_MEDICA_SL_2020-03-16T00:00Z,RESPIRADOR DE VENTILACIÓN NO INVASIVA,RESPIRADOR_DE_VENTILACIÓN_NO_INVASIVA,RESPIRADOR_DE_VENTILACIÓN_NO_INVASIVA_MARCOM_MEDICA_SL,Product,B73182586,"MARCOM MEDICA, S.L.",,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-03-16T00:00:00Z,1.0,1.0,0.0,15901.0,15901.0,0,21
OTROS_FERRETERIA_SURESTE_SL_2020-03-16T00:00Z,OTROS,OTROS,OTROS_FERRETERIA_SURESTE_SL,Product,B73319436,"FERRETERIA SURESTE, S.L.",,"FERRETERIA SURESTE, S.L.",FERRETERIA_SURESTE_SL,2020-03-16T00:00:00Z,6.0,6.0,0.0,29.0,29.0,0,21
BATAS_DESECHABLES_E_IMPERMEABLES_GLOBAL_PROTECCION_Y_SEGURIDAD_S_L_2020-03-16T00:00Z,BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES_GLOBAL_PROTECCION_Y_SEGURIDAD_S_L,Product,B73612046,"GLOBAL PROTECCION Y SEGURIDAD, S. L",,"GLOBAL PROTECCION Y SEGURIDAD, S. L",GLOBAL_PROTECCION_Y_SEGURIDAD_S_L,2020-03-16T00:00:00Z,920.0,920.0,0.0,76254.0,76254.0,0,21
GAFAS_DE_PROTECCION_GLOBAL_PROTECCION_Y_SEGURIDAD_S_L_2020-03-16T00:00Z,GAFAS DE PROTECCION,GAFAS_DE_PROTECCION,GAFAS_DE_PROTECCION_GLOBAL_PROTECCION_Y_SEGURIDAD_S_L,Product,B73612046,"GLOBAL PROTECCION Y SEGURIDAD, S. L",,"GLOBAL PROTECCION Y SEGURIDAD, S. L",GLOBAL_PROTECCION_Y_SEGURIDAD_S_L,2020-03-16T00:00:00Z,6138.0,6138.0,0.0,274319.0,274319.0,0,21
MASCARILLA_PROTECCION_FFP3_GLOBAL_PROTECCION_Y_SEGURIDAD_S_L_2020-03-16T00:00Z,MASCARILLA PROTECCION FFP3,MASCARILLA_PROTECCION_FFP3,MASCARILLA_PROTECCION_FFP3_GLOBAL_PROTECCION_Y_SEGURIDAD_S_L,Product,B73612046,"GLOBAL PROTECCION Y SEGURIDAD, S. L",,"GLOBAL PROTECCION Y SEGURIDAD, S. L",GLOBAL_PROTECCION_Y_SEGURIDAD_S_L,2020-03-16T00:00:00Z,10200.0,10200.0,0.0,146894.0,146894.0,0,21
MONO_INTEGRAL_GLOBAL_PROTECCION_Y_SEGURIDAD_S_L_2020-03-16T00:00Z,MONO INTEGRAL,MONO_INTEGRAL,MONO_INTEGRAL_GLOBAL_PROTECCION_Y_SEGURIDAD_S_L,Product,B73612046,"GLOBAL PROTECCION Y SEGURIDAD, S. L",,"GLOBAL PROTECCION Y SEGURIDAD, S. L",GLOBAL_PROTECCION_Y_SEGURIDAD_S_L,2020-03-16T00:00:00Z,64400.0,64400.0,0.0,4236170.0,4236170.0,0,21
MASCARILLAS_QUIRURGICAS_I__de_tipo_II_y_IIR_GARRIC_MEDICA_SL_2020-03-16T00:00Z,"MASCARILLAS QUIRURGICAS I, de tipo II y IIR",MASCARILLAS_QUIRURGICAS_I__de_tipo_II_y_IIR,MASCARILLAS_QUIRURGICAS_I__de_tipo_II_y_IIR_GARRIC_MEDICA_SL,Product,B80196934,"GARRIC MEDICA, S.L.",,"GARRIC MEDICA, S.L.",GARRIC_MEDICA_SL,2020-03-16T00:00:00Z,100000.0,100000.0,0.0,80000.0,80000.0,0,21
Cánulas_Guedel-Mayo_INTERSURGICAL_ESPAÑA_SL_2020-03-16T00:00Z,Cánulas Guedel-Mayo,Cánulas_Guedel-Mayo,Cánulas_Guedel-Mayo_INTERSURGICAL_ESPAÑA_SL,Product,B80957889,"INTERSURGICAL ESPAÑA, S.L.",Q17322459,Intersurgical,INTERSURGICAL_ESPAÑA_SL,2020-03-16T00:00:00Z,370.0,370.0,0.0,110.0,110.0,0,21
Conector/adaptador_INTERSURGICAL_ESPAÑA_SL_2020-03-16T00:00Z,Conector/adaptador,Conector/adaptador,Conector/adaptador_INTERSURGICAL_ESPAÑA_SL,Product,B80957889,"INTERSURGICAL ESPAÑA, S.L.",Q17322459,Intersurgical,INTERSURGICAL_ESPAÑA_SL,2020-03-16T00:00:00Z,100.0,100.0,0.0,242.0,242.0,0,21
Fij/suj/acc_ventiltp_INTERSURGICAL_ESPAÑA_SL_2020-03-16T00:00Z,Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,Fij/suj/acc_ventiltp_INTERSURGICAL_ESPAÑA_SL,Product,B80957889,"INTERSURGICAL ESPAÑA, S.L.",Q17322459,Intersurgical,INTERSURGICAL_ESPAÑA_SL,2020-03-16T00:00:00Z,36.0,36.0,0.0,427.0,427.0,0,21
Mascarilla_O2/otras_INTERSURGICAL_ESPAÑA_SL_2020-03-16T00:00Z,Mascarilla O2/otras,Mascarilla_O2/otras,Mascarilla_O2/otras_INTERSURGICAL_ESPAÑA_SL,Product,B80957889,"INTERSURGICAL ESPAÑA, S.L.",Q17322459,Intersurgical,INTERSURGICAL_ESPAÑA_SL,2020-03-16T00:00:00Z,1760.0,1760.0,0.0,1440.0,1440.0,0,21
Nebuliz_/humidific__INTERSURGICAL_ESPAÑA_SL_2020-03-16T00:00Z,Nebuliz./humidific.,Nebuliz_/humidific_,Nebuliz_/humidific__INTERSURGICAL_ESPAÑA_SL,Product,B80957889,"INTERSURGICAL ESPAÑA, S.L.",Q17322459,Intersurgical,INTERSURGICAL_ESPAÑA_SL,2020-03-16T00:00:00Z,5595.0,5595.0,0.0,3140.0,3140.0,0,21
Tubul/filt/circ__Y_INTERSURGICAL_ESPAÑA_SL_2020-03-16T00:00Z,Tubul/filt/circ. Y,Tubul/filt/circ__Y,Tubul/filt/circ__Y_INTERSURGICAL_ESPAÑA_SL,Product,B80957889,"INTERSURGICAL ESPAÑA, S.L.",Q17322459,Intersurgical,INTERSURGICAL_ESPAÑA_SL,2020-03-16T00:00:00Z,165.0,165.0,0.0,4564.0,4564.0,0,21
TERMOMETROS_MATCLINIC_SL_2020-03-16T00:00Z,TERMOMETROS,TERMOMETROS,TERMOMETROS_MATCLINIC_SL,Product,B97527477,"MATCLINIC, S.L.",,"MATCLINIC, S.L.",MATCLINIC_SL,2020-03-16T00:00:00Z,36.0,36.0,0.0,2396.0,2396.0,0,21
Termó/sensor_reg_dat_MASIMO_EUROPE_LTD_SUCURSAL_EN_ESPAÑ_2020-03-16T00:00Z,Termó/sensor reg.dat,Termó/sensor_reg_dat,Termó/sensor_reg_dat_MASIMO_EUROPE_LTD_SUCURSAL_EN_ESPAÑ,Product,W0068620D,MASIMO EUROPE LTD SUCURSAL EN ESPAÑ,Q6783278,Masimo,MASIMO_EUROPE_LTD_SUCURSAL_EN_ESPAÑ,2020-03-16T00:00:00Z,220.0,220.0,0.0,2649.0,2649.0,0,21
MASCARILLAS_QUIRURGICAS_I__de_tipo_II_y_IIR_JIMENEZ_ESPÍN_PABLO_FELIPE_2020-03-17T00:00Z,"MASCARILLAS QUIRURGICAS I, de tipo II y IIR",MASCARILLAS_QUIRURGICAS_I__de_tipo_II_y_IIR,MASCARILLAS_QUIRURGICAS_I__de_tipo_II_y_IIR_JIMENEZ_ESPÍN_PABLO_FELIPE,Product,***7110**,"JIMENEZ ESPÍN, PABLO FELIPE",,"JIMENEZ ESPÍN, PABLO FELIPE",JIMENEZ_ESPÍN_PABLO_FELIPE,2020-03-17T00:00:00Z,510000.0,510000.0,0.0,744150.0,744150.0,0,21
Fiad/acc__intubación_TELEFLEX_MEDICAL_SA_2020-03-17T00:00Z,Fiad/acc. intubación,Fiad/acc__intubación,Fiad/acc__intubación_TELEFLEX_MEDICAL_SA,Product,A03142114,"TELEFLEX MEDICAL, S.A.",Q7696143,Teleflex,TELEFLEX_MEDICAL_SA,2020-03-17T00:00:00Z,45.0,45.0,0.0,182.0,182.0,0,10
Nebuliz_/humidific__TELEFLEX_MEDICAL_SA_2020-03-17T00:00Z,Nebuliz./humidific.,Nebuliz_/humidific_,Nebuliz_/humidific__TELEFLEX_MEDICAL_SA,Product,A03142114,"TELEFLEX MEDICAL, S.A.",Q7696143,Teleflex,TELEFLEX_MEDICAL_SA,2020-03-17T00:00:00Z,200.0,200.0,0.0,133.0,133.0,0,21
Sondas_urológicas_TELEFLEX_MEDICAL_SA_2020-03-17T00:00Z,Sondas urológicas,Sondas_urológicas,Sondas_urológicas_TELEFLEX_MEDICAL_SA,Product,A03142114,"TELEFLEX MEDICAL, S.A.",Q7696143,Teleflex,TELEFLEX_MEDICAL_SA,2020-03-17T00:00:00Z,2670.0,2670.0,0.0,4553.0,4553.0,0,10
Fiad/acc__intubación_MEDILEVEL_SA_2020-03-17T00:00Z,Fiad/acc. intubación,Fiad/acc__intubación,Fiad/acc__intubación_MEDILEVEL_SA,Product,A03802451,"MEDILEVEL, S.A.",,"MEDILEVEL, S.A.",MEDILEVEL_SA,2020-03-17T00:00:00Z,60.0,60.0,0.0,79.0,79.0,0,21
Eq/acc__perfusión_FRESENIUS_KABI_ESPAÑA_SA_2020-03-17T00:00Z,Eq/acc. perfusión,Eq/acc__perfusión,Eq/acc__perfusión_FRESENIUS_KABI_ESPAÑA_SA,Product,A08130502,"FRESENIUS KABI ESPAÑA, S.A.",Q1455670,Fresenius Kabi,FRESENIUS_KABI_ESPAÑA_SA,2020-03-17T00:00:00Z,1320.0,1320.0,0.0,1626.0,1626.0,0,0
Sistemas_nutrición_FRESENIUS_KABI_ESPAÑA_SA_2020-03-17T00:00Z,Sistemas nutrición,Sistemas_nutrición,Sistemas_nutrición_FRESENIUS_KABI_ESPAÑA_SA,Product,A08130502,"FRESENIUS KABI ESPAÑA, S.A.",Q1455670,Fresenius Kabi,FRESENIUS_KABI_ESPAÑA_SA,2020-03-17T00:00:00Z,1050.0,1050.0,0.0,2137.0,2137.0,0,0
Sonda_endodigestiva_FRESENIUS_KABI_ESPAÑA_SA_2020-03-17T00:00Z,Sonda endodigestiva,Sonda_endodigestiva,Sonda_endodigestiva_FRESENIUS_KABI_ESPAÑA_SA,Product,A08130502,"FRESENIUS KABI ESPAÑA, S.A.",Q1455670,Fresenius Kabi,FRESENIUS_KABI_ESPAÑA_SA,2020-03-17T00:00:00Z,75.0,75.0,0.0,2476.0,2476.0,0,0
Fiad/acc__intubación_COOK_ESPAÑA_SA_2020-03-17T00:00Z,Fiad/acc. intubación,Fiad/acc__intubación,Fiad/acc__intubación_COOK_ESPAÑA_SA,Product,A08525073,"COOK ESPAÑA, S.A.",,"COOK ESPAÑA, S.A.",COOK_ESPAÑA_SA,2020-03-17T00:00:00Z,2.0,2.0,0.0,141.0,141.0,0,0
Tubos_alargadores_IBERHOSPITEX_SA_2020-03-17T00:00Z,Tubos alargadores,Tubos_alargadores,Tubos_alargadores_IBERHOSPITEX_SA,Product,A08630063,"IBERHOSPITEX, S.A.",,"IBERHOSPITEX, S.A.",IBERHOSPITEX_SA,2020-03-17T00:00:00Z,7140.0,7140.0,0.0,5174.0,5174.0,0,21
SONDA_ECOGRAFICA_PHILIPS_IBERICA_SA_2020-03-17T00:00Z,SONDA ECOGRAFICA,SONDA_ECOGRAFICA,SONDA_ECOGRAFICA_PHILIPS_IBERICA_SA,Product,A28017143,"PHILIPS IBERICA, S.A.",Q170416,Philips,PHILIPS_IBERICA_SA,2020-03-17T00:00:00Z,1.0,1.0,0.0,8095.0,8095.0,0,21
Fij/suj/acc_ventiltp_DRAGER_MEDICAL_HISPANIA_SA_2020-03-17T00:00Z,Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,Fij/suj/acc_ventiltp_DRAGER_MEDICAL_HISPANIA_SA,Product,A28063485,"DRAGER MEDICAL HISPANIA, S.A.",Q54969824,Dräger Medica,DRAGER_MEDICAL_HISPANIA_SA,2020-03-17T00:00:00Z,120.0,120.0,0.0,5009.0,5009.0,0,21
Tubul/filt/circ__Y_DRAGER_MEDICAL_HISPANIA_SA_2020-03-17T00:00Z,Tubul/filt/circ. Y,Tubul/filt/circ__Y,Tubul/filt/circ__Y_DRAGER_MEDICAL_HISPANIA_SA,Product,A28063485,"DRAGER MEDICAL HISPANIA, S.A.",Q54969824,Dräger Medica,DRAGER_MEDICAL_HISPANIA_SA,2020-03-17T00:00:00Z,5.0,5.0,0.0,248.0,248.0,0,21
Fij/suj/acc_ventiltp_MEDTRONIC_IBERICA_SA_2020-03-17T00:00Z,Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,Fij/suj/acc_ventiltp_MEDTRONIC_IBERICA_SA,Product,A28389484,"MEDTRONIC IBERICA, S.A.",Q642189,Medtronic plc,MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,3646.0,3646.0,0.0,7353.0,7353.0,0,21
Inst_des_general_MEDTRONIC_IBERICA_SA_2020-03-17T00:00Z,Inst.des.general,Inst_des_general,Inst_des_general_MEDTRONIC_IBERICA_SA,Product,A28389484,"MEDTRONIC IBERICA, S.A.",Q642189,Medtronic plc,MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,340.0,340.0,0.0,6608.0,6608.0,0,21
Nebuliz_/humidific__MEDTRONIC_IBERICA_SA_2020-03-17T00:00Z,Nebuliz./humidific.,Nebuliz_/humidific_,Nebuliz_/humidific__MEDTRONIC_IBERICA_SA,Product,A28389484,"MEDTRONIC IBERICA, S.A.",Q642189,Medtronic plc,MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,6480.0,6480.0,0.0,11369.0,11369.0,0,21
Sondas_de_aspiración_MEDTRONIC_IBERICA_SA_2020-03-17T00:00Z,Sondas de aspiración,Sondas_de_aspiración,Sondas_de_aspiración_MEDTRONIC_IBERICA_SA,Product,A28389484,"MEDTRONIC IBERICA, S.A.",Q642189,Medtronic plc,MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,60.0,60.0,0.0,745.0,745.0,0,21
Termó/sensor_reg_dat_MEDTRONIC_IBERICA_SA_2020-03-17T00:00Z,Termó/sensor reg.dat,Termó/sensor_reg_dat,Termó/sensor_reg_dat_MEDTRONIC_IBERICA_SA,Product,A28389484,"MEDTRONIC IBERICA, S.A.",Q642189,Medtronic plc,MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,2088.0,2088.0,0.0,17559.0,17559.0,0,21
Tubos_admón_O2_MEDTRONIC_IBERICA_SA_2020-03-17T00:00Z,Tubos admón.O2,Tubos_admón_O2,Tubos_admón_O2_MEDTRONIC_IBERICA_SA,Product,A28389484,"MEDTRONIC IBERICA, S.A.",Q642189,Medtronic plc,MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,975.0,975.0,0.0,4195.0,4195.0,0,21
Tubos_traqueales_MEDTRONIC_IBERICA_SA_2020-03-17T00:00Z,Tubos traqueales,Tubos_traqueales,Tubos_traqueales_MEDTRONIC_IBERICA_SA,Product,A28389484,"MEDTRONIC IBERICA, S.A.",Q642189,Medtronic plc,MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,1470.0,1470.0,0.0,4716.0,4716.0,0,21
Tubul/filt/circ__Y_MEDTRONIC_IBERICA_SA_2020-03-17T00:00Z,Tubul/filt/circ. Y,Tubul/filt/circ__Y,Tubul/filt/circ__Y_MEDTRONIC_IBERICA_SA,Product,A28389484,"MEDTRONIC IBERICA, S.A.",Q642189,Medtronic plc,MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,4730.0,4730.0,0.0,10104.0,10104.0,0,21
SOLUCION_HIDROALCOHOLICA_(biocida_y_cosmetica)_AROM_SA_2020-03-17T00:00Z,SOLUCION HIDROALCOHOLICA (biocida y cosmetica),SOLUCION_HIDROALCOHOLICA_(biocida_y_cosmetica),SOLUCION_HIDROALCOHOLICA_(biocida_y_cosmetica)_AROM_SA,Product,A30014047,"AROM, S.A.",,"AROM, S.A.",AROM_SA,2020-03-17T00:00:00Z,11760.0,11760.0,0.0,32301.0,32301.0,0,21
Inst_des_general_AJL_OPHTHALMIC__SA_2020-03-17T00:00Z,Inst.des.general,Inst_des_general,Inst_des_general_AJL_OPHTHALMIC__SA,Product,A48464788,A.J.L. OPHTHALMIC  S.A.,,A.J.L. OPHTHALMIC  S.A.,AJL_OPHTHALMIC__SA,2020-03-17T00:00:00Z,18.0,18.0,0.0,1002.0,1002.0,0,0
