Año,Mes,Descripcion Centro,Organismo,Numero Contrato,Numero Expediente,Descripcion Contrato,Tipo Contrato,Procedimiento Adjudicacion,Articulo,Apartado,Criterios Adjudicacion,Presupuesto Total(IVA Incluido),Importe Adjudicacion (IVA Incluido),Plazo,Fecha Adjudicacion,Nombre/Razon Social,NIF/CIF Adjudicatario,Fecha Formalizacion,Tiene acuerdo Marco,Tiene ingreso/coste cero,Adjudicado por precios unitarios
2020,Enero,Ayuntamiento De Madrid,Distrito De Tetuan,202000138,300/2018/02154,intervencion social comunitaria en el distrito de tetuan. lote 2,Servicios,Abierto,,,Pluralidad de criterios,50057.7,48510.0,23.73,2019-11-12T00:00:00Z,"Innovacion Y Desarrollo Local, S.L.",B82342221,2020-10-01T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Tetuan,202000139,300/2018/02154,intervencion social comunitaria en el distrito de tetuan. lote 1,Servicios,Abierto,,,Pluralidad de criterios,214629.56,205920.0,23.73,2019-11-12T00:00:00Z,"Innovacion Y Desarrollo Local, S.L.",B82342221,2020-10-01T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000140,MDC/2019/00269,"pr19-0431 espectaculo callejero denominado  ""trois elephant passent"" el 5 de enero  dentro de 2020 (cabalgata)",Servicios,Negociado sin publicidad,168,a) apartado 2,,56409.38,56409.38,0.23,2019-12-27T00:00:00Z,Association Compagnie Oposito,344671631,2019-12-30T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Madrid Salud,202000141,300/2019/01155,"suministro de las especialidades farmaceuticas cyanokit 5g y metalyse 10.000 u.i, para el servicio de farmacia de ""madrid salud"", con destino a samur-proteccion civil. lote 1",Suministro,Negociado sin publicidad,168,a) apartado 2,,25974.0,25974.0,12,2019-11-18T00:00:00Z,Laboratorios Rubio Sa,A08222465,2019-12-17T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Madrid Salud,202000142,300/2019/01155,"suministro de las especialidades farmaceuticas cyanokit 5g y metalyse 10.000 u.i, para el servicio de farmacia de ""madrid salud"", con destino a samur-proteccion civil. lote 2",Suministro,Negociado sin publicidad,168,a) apartado 2,,26486.4,26486.4,12,2019-11-20T00:00:00Z,"Boehringer Ingelheim Espaa, S. A.",A08006470,2019-12-17T00:00:00Z,false,false,false
2020,Enero,Empresas,Empresa Municipal De Transportes S.A.,202000143,EMT/2019/00110,servicio de mantenimiento de los simuladores de conduccion de autobuses de emt madrid,Servicios,Abierto,,,Pluralidad de criterios,349634.34,342083.94,48,2019-11-27T00:00:00Z,Indra Sistemas; S.A.,A28599033,2020-01-17T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De Servicios Funerarios Y Cementerios De Madrid, S.A.",202000144,SFC/2019/00027,"(lote 1) suministro de coronas, cruces, almohadones y centros de flor natural para la emsfycm, s.a.",Suministro,Abierto,,,Pluralidad de criterios,1114218.66,1035665.3,12,2019-09-24T00:00:00Z,"Agua Fria, S.L.",B80682313,2019-01-12T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De Servicios Funerarios Y Cementerios De Madrid, S.A.",202000145,SFC/2019/00027,"(lote 2) suministro de flor natural cortada y material de floristeria para la emsfycm, s.a.",Suministro,Abierto,,,Pluralidad de criterios,68301.87,64443.66,12,2019-09-24T00:00:00Z,Alas-abaca,U88498852,2019-01-12T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000146,MDC/2019/00264,lote 1 desarrollos evolutivos y mantenimientos de la  pagina web de madrid convention bureau,Servicios,Abierto,,,Pluralidad de criterios,19360.0,19360.0,24,2019-11-12T00:00:00Z,"Animo Diseo Y Comunicacion, S.L.",B83604371,2019-12-18T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000147,MDC/2019/00264,lote 2 desarrollos evolutivos y mantenimientos de la pagina web de quinta de los molinos,Servicios,Abierto,,,Pluralidad de criterios,18150.0,18150.0,24,2019-11-12T00:00:00Z,"Animo Diseo Y Comunicacion, S.L.",B83604371,2019-12-18T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000148,MDC/2019/00264,lote 3. desarrollos evolutivos y mantenimientos de la pagina web de madrid film office,Servicios,Abierto,,,Pluralidad de criterios,18150.0,18150.0,24,2019-11-12T00:00:00Z,"Animo Diseo Y Comunicacion, S.L.",B83604371,2019-12-18T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000149,MDC/2019/00234,"suministro en regimen de adquisicion, montaje, servicio de garantia y mantenimiento de juegos infantiles para el espacio abierto quinta de los molinos",Suministro,Abierto simplificado sumario,,,Un unico criterio,38720.0,38715.08,24,2019-12-20T00:00:00Z,"Grupo Disofic, S.L.U.",B29070943,2019-12-20T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Barajas,202000150,300/2019/00633,"cabalgata 2019-2020, 2020-2021   y carnaval  2020-2021 en el distrito de barajas. lote 1",Servicios,Abierto,,,Pluralidad de criterios,154774.86,134249.5,14.23,2019-11-27T00:00:00Z,"Merino Y Merino Producciones, S.L.",B81590606,2019-12-23T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000151,MDC/2019/00256,"servicio de mantenimiento, revisiones periodicas y trabajos correctivos y/o mejora de las instalaciones, sistemas, equipos y elementos de climatizacion, ventilacion, gas, agua, fontaneria y saneamiento en el teatro espaol, fernan gomez centro cultural de la villa y teatro circo price",Servicios,Abierto,,,Pluralidad de criterios,67585.91,59903.62,10,2019-12-17T00:00:00Z,"Fulton Servicios Integrales, S.A.",A97152094,2019-12-19T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Barajas,202000152,300/2019/00633,"cabalgata 2019-2020, 2020-2021   y carnaval  2020-2021 en el distrito de barajas. lote 2",Servicios,Abierto,,,Pluralidad de criterios,49820.54,38689.75,14.7,2019-11-27T00:00:00Z,"Merino Y Merino Producciones, S.L.",B81590606,2019-12-23T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Chamartin,202000153,105/2019/00493,"el lote tiene por objeto las obras de reforma, reparacion y conservacion de los edificios destinados a centros educativos (centros de educacion infantil y primaria, escuelas infantiles y centros de educacion especial) cuya competencia corresponde al distrito. lote 1.",Obras,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-11-11T00:00:00Z,"Ute Eulen S.A. - Obras Y Servicios Taga, S.A. - Inllama, S.A.",U88501457,2019-04-12T00:00:00Z,true,false,false
2020,Enero,Empresas,"Empresa Municipal De Servicios Funerarios Y Cementerios De Madrid, S.A.",202000154,SFC/2019/00058,"suministro de cinta de aluminio para la emsfycm, s.a.",Suministro,Negociado sin publicidad,168,a) apartado 1,,2314.13,2268.75,12,2019-11-22T00:00:00Z,"Comercial De Industria Y Representaciones, S.L.",B87753364,2019-02-12T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000155,MDC/2019/00239,"suministro en regimen de arrendamiento, transporte, montaje, mantenimiento y desmontaje del tramo 2 de las gradas a instalar con motivo de la cabalgata de reyes de madrid 2020",Suministro,Negociado sin publicidad,168,a) apartado 2,,63283.0,63270.9,0.6,2019-12-20T00:00:00Z,"Estructuras Everest Plus, S.L.",B19658855,2019-12-23T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Hortaleza,202000156,118/2019/00583,"obras de reforma, reparacion y conservacion de los edificios destinados a centros educativos (centros de educacion infantil y primaria, escuelas infantiles y centros de educacion especial). lote 1",Obras,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-11-15T00:00:00Z,"Eulen, S.A.",A28517308,2019-12-12T00:00:00Z,true,false,false
2020,Enero,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000157,300/2019/00942,suministro de diverso material fungible de ferreteria para samur-proteccion civil,Suministro,Abierto simplificado,,,Un unico criterio,47550.22,47550.22,2,2019-12-13T00:00:00Z,"Redondo Y Garcia, S.A.",A28021350,2019-12-27T00:00:00Z,false,false,true
2020,Enero,Ayuntamiento De Madrid,Distrito De Hortaleza,202000158,118/2019/00583,"obras de reforma, reparacion y conservacion de los edificios de uso deportivo (centros deportivos municipales e instalaciones deportivas basicas). lote 2",Obras,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-11-15T00:00:00Z,"Eulen, S.A.",A28517308,2019-12-12T00:00:00Z,true,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Hortaleza,202000159,118/2019/00583,"obras de reforma, reparacion y conservacion de los edificios de uso administrativo, cultural, servicios sociales. lote 3",Obras,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-11-15T00:00:00Z,Ohl Servicios Ingesan Sa,A27178789,2019-12-12T00:00:00Z,true,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Hortaleza,202000160,118/2019/00583,"obras de reforma, reparacion y conservacion de espacios publicos, ya sean en zonas verdes o en vias publicas. lote 4",Obras,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-11-15T00:00:00Z,Fcc Construccion; S.A.,A28854727,2019-12-16T00:00:00Z,true,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000161,MDC/2019/00270,"pr19-0431 espectaculo callejero denominado  ""el humano deseo"" a prestar el 5 de enero de 2020 (cabalgata 2020)",Servicios,Negociado sin publicidad,168,a) apartado 2,,85958.4,85958.4,0.2,2019-12-27T00:00:00Z,"Mister Nilson Conjunciones, S.L.",B85214351,2019-12-30T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De Servicios Funerarios Y Cementerios De Madrid, S.A.",202000162,SFC/2019/00059,"servicios de programacion en informix/genero para la emsfycm, s.a.",Servicios,Abierto simplificado sumario,,,Un unico criterio,16897.65,16897.65,3.5,2019-12-12T00:00:00Z,"Four J's Software Iberica, S.L.",B83951418,2019-12-12T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Chamberi,202000163,107/2018/03729,contrato de concesion de servicios del teatro galileo del distrito de chamberi,Servicios,Restringido,,,Pluralidad de criterios,590497.28,326700.0,36,2019-11-28T00:00:00Z,"Teatros Luchana, S.L.",B86749298,2019-11-29T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000164,EVS/2019/00061,"servicios de vigilancia y seguridad de los inmuebles dependientes de la empresa municipal de la vivienda y suelo de madrid, s.a.",Servicios,Abierto,,,Pluralidad de criterios,4361966.4,4014602.83,12,2019-11-22T00:00:00Z,"Compaia De Seguridad Omega, S.A.",A41199472,2019-12-20T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000165,MDC/2019/00261,estudio sobre el sector audiovisual en la ciudad de madrid,Servicios,Abierto,,,Pluralidad de criterios,50820.0,40656.0,5,2019-10-12T00:00:00Z,Afi Consultores Administraciones Publicas Sa,A81062820,2019-12-17T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Rea De Gobierno De Familias, Igualdad Y Bienestar Social",202000166,300/2019/00415,suministro e instalacion de juegos de exterior para 12 nuevas escuelas infantiles de titularidad municipal. lote 1,Suministro,Abierto,,,Pluralidad de criterios,117527.3,98487.88,1,2019-11-20T00:00:00Z,"Almenara Equipamientos, Sll",B11824174,2019-12-17T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Rea De Gobierno De Familias, Igualdad Y Bienestar Social",202000167,300/2019/00415,suministro e instalacion de juegos de exterior para 12 nuevas escuelas infantiles de titularidad municipal. lote 2,Suministro,Abierto,,,Pluralidad de criterios,130808.26,108570.86,1,2019-11-20T00:00:00Z,"Prodel, Sa",A28748515,2019-12-19T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Rea De Gobierno De Familias, Igualdad Y Bienestar Social",202000168,300/2019/00415,suministro e instalacion de juegos de exterior para 12 nuevas escuelas infantiles de titularidad municipal. lote 3,Suministro,Abierto,,,Pluralidad de criterios,114632.98,92852.71,1,2019-11-20T00:00:00Z,"Prodel, Sa",A28748515,2019-12-19T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000169,MDC/2019/00254,"servicios de alojamiento, soporte a usuarios y evolutivos de la plataforma de venta de entradas de madrid destino cultura, turismo y negocio, s.a.",Servicios,Abierto,,,Pluralidad de criterios,181500.0,181500.0,14,2019-11-18T00:00:00Z,"Netberry Servicios De Internet, S.L.",B02293207,2019-12-18T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Barajas,202000170,300/2019/00897,"servicio de bar en el centro socio-cultural juvenil gloria fuertes, del distrito de barajas",Servicios,Abierto,,,Un unico criterio,24386.34,23650.0,24,2019-12-11T00:00:00Z,Dolores Fernandez Regidor,50954681K,2019-11-12T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000171,MDC/2019/00275,"pr19-0444 servicios de direccion de escena del espectaculo teatral ""dialogo de lo amargo"" para su exhibicion en la sala principal de teatro de 5 al 29 de marzo de 2020 (teatro espaol)",Servicios,Negociado sin publicidad,168,a) apartado 2,,23353.0,23353.0,3,2019-04-12T00:00:00Z,Francisco Suarez Montao,08744677P,2019-05-12T00:00:00Z,false,false,false
2020,Enero,Empresas,Empresa Municipal De Transportes S.A.,202000172,EMT/2019/00038,"diseo, desarrollo e implantacion de un sistema de gestion de procesos",Servicios,Abierto,,,Pluralidad de criterios,1028500.0,712413.66,24.16,2019-11-27T00:00:00Z,Habber Tec S.L.,B81739781,2019-12-27T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000173,MDC/2019/00218,regular la prestacion del servcio de director adjunto a la direccion artistica contratada con natalia menendez del teatro espaol y de las deniminadas naves del espaol.,Servicios,Negociado sin publicidad,168,a) apartado 2,,418600.0,418600.0,48,2019-10-23T00:00:00Z,Luis Luque Cabrera,50311043S,2019-07-11T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De San Blas-canillejas,202000174,300/2019/00288,suministro y distribucion de prensa en los cinco centros municipales de mayores del distrito san blas-canillejas,Suministro,Abierto simplificado,,,Un unico criterio,19998.38,19260.54,24,2019-02-12T00:00:00Z,Dirpubli S L,B86932860,2019-12-16T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Rea De Gobierno De Familias, Igualdad Y Bienestar Social",202000175,300/2019/00893,suministro de instrumentos musicales para  la red de escuelas municipales de musica y danza del ayuntamiento de madrid. lote 3,Suministro,Abierto simplificado,,,Pluralidad de criterios,10899.99,9488.47,1,2019-12-26T00:00:00Z,Eizaguirre Ordoki M. Isabel,15037031E,2020-02-01T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Rea De Gobierno De Familias, Igualdad Y Bienestar Social",202000176,300/2019/00893,suministro de instrumentos musicales para  la red de escuelas municipales de musica y danza del ayuntamiento de madrid. lote 4,Suministro,Abierto simplificado,,,Pluralidad de criterios,7200.01,5868.01,1,2019-12-26T00:00:00Z,Eizaguirre Ordoki M. Isabel,15037031E,2020-02-01T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Rea De Gobierno De Familias, Igualdad Y Bienestar Social",202000177,300/2019/00893,suministro de instrumentos musicales para  la red de escuelas municipales de musica y danza del ayuntamiento de madrid. lote 5,Suministro,Abierto simplificado,,,Pluralidad de criterios,45200.03,39346.74,1,2019-12-30T00:00:00Z,Eizaguirre Ordoki M. Isabel,15037031E,2020-01-15T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De Servicios Funerarios Y Cementerios De Madrid, S.A.",202000178,SFC/2019/00038,"dotar a la emsfycm, s.a. de la mejor solucion a nivel de procesos y aplicaciones para el area de control de gestion en los ambitos de ""presupuestacion, forecast y reporting"" incluyendo integracion necesaria con plataformas de terceros asi como la correspondiente migracion y puesta en marcha.",Servicios,Abierto,,,Pluralidad de criterios,235848.36,199529.0,36,2019-09-10T00:00:00Z,Quental Technologies S.L.,B83150474,2019-10-30T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De Servicios Funerarios Y Cementerios De Madrid, S.A.",202000179,SFC/2019/00054,"dotar a la emsfycm, s.a. de la mejor solucion de tienda, punto de venta fisico y on.line (e-commerce) para el area de comercial y servicios, incluyendo la integracion necesaria con plataformas a terceros, asi como la correspondiente migracion y puesta en marcha desde la situacion actual.",Servicios,Abierto,,,Pluralidad de criterios,100430.0,91374.89,36,2019-12-13T00:00:00Z,"I.C.A. Informatica Y Comunicaciones Avanzadas, S.L.",B28893139,2020-10-01T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000180,MDC/2019/00219,"servicios de realizacion, produccion y ejecucion de las representaciones de los conciertos y actividades paralelas del ""xxv festival los grandes del gospel madrid"" en teatro fernan gomez. centro cultural de la villa",Servicios,Negociado sin publicidad,168,a) apartado 2,,229355.5,229355.5,0.56,2019-10-25T00:00:00Z,"The Project Music Company, S.L",B65015075,2019-11-29T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000181,MDC/2019/00262,lote 1. servicio de mantenimiento integral y asistencia a eventos de los recintos feriales de la casa de campo,Servicios,Abierto,,,Pluralidad de criterios,1535258.38,1364210.02,24,2019-02-12T00:00:00Z,Clece S.A,A80364243,2019-12-27T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000182,MDC/2019/00262,"lote 2. servicio de mantenimiento integral y asistencia a eventos del complejo matadero y los edificios de turismo (casa de la panaderia, seores de luzon y puntos de informacion turistica)",Servicios,Abierto,,,Pluralidad de criterios,961306.98,929795.56,24,2019-02-12T00:00:00Z,Clece S.A,A80364243,2019-12-27T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000183,MDC/2019/00232,servicio auxiliar en sala de exposiciones en el espacio cultural de la sala de exposiciones del fernan gomez. centro cultural de la villa,Servicios,Abierto,,,Pluralidad de criterios,96779.67,96779.67,7.5,2019-11-22T00:00:00Z,"Selectiva Servicios Auxiliares, S.L.",B84495837,2019-11-29T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000184,MDC/2019/00251,"suministro en regimen de arrendamiento, transporte, montaje, mantenimiento y desmontaje de las gradas a instalar con motivo de la celebracion de la cabalgata de reyes de madrid 2020 - tramo 1",Suministro,Abierto,,,Pluralidad de criterios,61952.0,55756.8,0.5,2019-11-29T00:00:00Z,"Nussli Iberia, S.A.",A63893895,2019-12-26T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000185,MDC/2019/00271,pr19-0428 direccion artistica para la actividad cultural (ao nuevo chino 2020),Servicios,Negociado sin publicidad,168,a) apartado 2,,52488.99,52488.99,2,2019-11-12T00:00:00Z,"Knowhao Eventos, S.L.",B88366620,2019-11-12T00:00:00Z,false,false,false
2020,Enero,Empresas,Empresa Municipal De Transportes S.A.,202000186,EMT/2019/00006,ejecucion de obras en apartamentos de emt en torremolinos,Obras,Abierto simplificado,,,Pluralidad de criterios,134367.55,133342.0,2,2019-04-07T00:00:00Z,"Seranco, S.A.",A79189940,2019-12-07T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Chamartin,202000187,105/2019/00493,"el lote 2 tiene por objeto las obras de reforma, reparacion y conservacion de los edificios de uso deportivo (centro deportivos municipales e instalaciones deportivas basicas) cuya competencia corresponde al distrito",Obras,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-11-11T00:00:00Z,"Ute Ohl Servicios Ingesan, S.A. Y Obrascon Huarte Lain, S.A.",U88486527,2019-04-12T00:00:00Z,true,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Chamartin,202000188,105/2019/00493,"el lote  3 tiene por objeto las obras de reforma, reparacion y conservacion de los edificios de uso administrativo, cultural, servicios sociales y otros cuya competencia corresponde al distrito.",Obras,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-11-11T00:00:00Z,"Ute Eulen S.A. - Obras Y Servicios Taga, S.A. - Inllama, S.A.",U88500418,2019-04-12T00:00:00Z,true,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Chamartin,202000189,105/2019/00493,"el lote 4 tiene por objeto las obras de reforma, reparacion y conservacion de espacios publicos, ya sean en zonas verdes o en vias publicas cuya competencia corresponde al distrito.",Obras,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-11-11T00:00:00Z,"Ute Construcciones Rico S.A. - Licuas, S.A.",U88498118,2019-04-12T00:00:00Z,true,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Chamartin,202000190,300/2018/02177,adecuacion de pasos peatonales en c/ luis cabrera y c/ hiedra e instalacion de rampa en parque de gloria fuertes en el distrito de chamartin.,Obras,Abierto simplificado sumario,,,Pluralidad de criterios,67290.0,58643.22,4,2019-03-10T00:00:00Z,"Api Movilidad, S.A.",A78015880,2019-09-10T00:00:00Z,false,false,false
2020,Enero,Empresas,Empresa Municipal De Transportes S.A.,202000191,EMT/2019/00092,mantenimiento de los sistemas tecnologicos embarcados en los autobuses de la emt de madrid y suministro de consola de conductor - lotes 1 y 2,Servicios,Abierto,,,Pluralidad de criterios,2.308411683E7,2.169229223E7,48,2019-11-27T00:00:00Z,"Electronic Trafic, S.A. E Informatica El Corte Ingles, S.A. Union Temporal De Empresas, Ley 18/1982",U88553854,2019-12-30T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De Servicios Funerarios Y Cementerios De Madrid, S.A.",202000192,SFC/2019/00044,"servicios en materia de prevencion de riesgos laborales, asi como actividades puntuales de apoyo al ssp en vigilancia de la salud de la emsfycm, s.a.",Servicios,Abierto simplificado,,,Pluralidad de criterios,56931.79,50925.53,24,2019-10-28T00:00:00Z,"Cualtis, S. L.",B84527977,2019-11-11T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De Servicios Funerarios Y Cementerios De Madrid, S.A.",202000193,SFC/2019/00040,"(lote 1) servicio de mantenimiento preventivo y la reparacion de los hornos crematorios sitos en los cementerios de ntra. sra. de la almudena, cementerio de carabanchel y cementerio sur de madrid para la emsfycm, s.a.",Servicios,Abierto,,,Pluralidad de criterios,152343.6,150820.15,12,2019-09-16T00:00:00Z,"Aplicaciones Tecnicas Racionalizacion Y Optimizacion De La Energia, S.A.",A28633253,2019-10-10T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De Servicios Funerarios Y Cementerios De Madrid, S.A.",202000194,SFC/2019/00040,"(lote 2) servicio de conduccion de los hornos crematorios sitos en los cementerios de ntra. sra. de la almudena y cementerio de carabnachel-sur propiedad de la emsfycm, s.a.",Servicios,Abierto,,,Pluralidad de criterios,76880.98,76156.19,12,2019-09-16T00:00:00Z,"Aplicaciones Tecnicas Racionalizacion Y Optimizacion De La Energia, S.A.",A28633253,2019-10-10T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Rea De Gobierno De Familias, Igualdad Y Bienestar Social",202000195,300/2019/00299,clases de apoyo y refuerzo educativo de los/as menores de la residencia internado san ildefonso durante los cursos escolares 2019/2020 y 2020/2021.,Servicios,Abierto simplificado,,,Pluralidad de criterios,49884.96,30739.5,16.96,2019-12-26T00:00:00Z,"Idra Socioeducativo, S.L.",B82321803,2020-07-01T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Rea De Gobierno De Familias, Igualdad Y Bienestar Social",202000196,300/2019/00893,suministro de instrumentos musicales para  la red de escuelas municipales de musica y danza del ayuntamiento de madrid. lote 1,Suministro,Abierto simplificado,,,Pluralidad de criterios,28500.0,26391.01,1,2019-12-26T00:00:00Z,Polimusica S.A.,A28415610,2019-12-30T00:00:00Z,false,false,false
2020,Febrero,Empresas,Empresa Municipal De Transportes S.A.,202000197,EMT/2019/00073,"servicio de medicion de emisiones en los centros de operaciones de la emt de madrid, segun real decreto 100/2011",Servicios,Abierto simplificado,,,Un unico criterio,13189.0,6655.0,12,2019-12-27T00:00:00Z,Eurocontrol; S.A.,A28318012,2020-01-24T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000198,MDC/2019/00259,"servicios de codireccion artistica en el ambito de las artes escenicas, visuales y plasticas del teatro fernan gomez. centro cultural de la villa",Servicios,Negociado sin publicidad,168,a) apartado 2,,357500.0,357500.0,48,2019-12-13T00:00:00Z,"Mambrino, S.L.",B81554883,2019-12-20T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000199,MDC/2019/00220,prestacion del servicio de responsable de produccion artistica en relacion con la direccion artistica contratada con natalia menendez del teatro espaol y de las denominadas naves del espaol.,Servicios,Negociado sin publicidad,168,a) apartado 2,,376040.0,376040.0,48,2019-10-25T00:00:00Z,Fernando Bonelli Hernandez,50861584M,2019-11-11T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000200,MDC/2019/00257,"servicio de personal de informacion, auxiliar y jefe de equipo, a prestar con motivo de la celebracion de las actividades culturales que desarrolle madrid destino",Servicios,Abierto,,,Pluralidad de criterios,116929.56,98676.86,12.6,2019-12-13T00:00:00Z,"Maxima Full Services, S.L.",B70572698,2019-12-16T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000201,MDC/2019/00221,"servicio de gestion del cafe naves matadero madrid, con inclusion de productos de comercio justo. ingreso",Servicios,Abierto,,,Pluralidad de criterios,509983.34,521926.04,48,2019-09-10T00:00:00Z,"La Francachela Catering Y Restauracion, S.L.",B88410345,2019-10-18T00:00:00Z,false,true,false
2020,Febrero,Ayuntamiento De Madrid,Distrito De Latina,202000202,300/2018/02063,"prestacion del servicio de atencion social y alimentaria a las personas mayores en los comedores de los c.m. mayores de campamento, lucero y c. bermejo que incluye productos de comercio justo.",Servicios,Abierto,,,Pluralidad de criterios,94675.14,85450.2,18,2019-11-29T00:00:00Z,Dolores Fernandez Regidor,50954681K,2019-12-30T00:00:00Z,false,false,false
2020,Febrero,Empresas,Empresa Municipal De Transportes S.A.,202000203,EMT/2019/00155,ampliacion del contrato 16/036/3 relativo al servicio de mantenimiento de los sistemas sae-ebus y vea de emt de madrid,Suministro,Negociado sin publicidad,168,c) apartado 2,,387100.56,348603.3,0.43,2019-12-13T00:00:00Z,Ute Electronic Trafic S.A. E Indra Sistemas S.A.,U87629978,2019-12-19T00:00:00Z,false,false,false
2020,Febrero,Empresas,Empresa Municipal De Transportes S.A.,202000204,EMT/2019/00089,revision de las cabinas de teleferico de madrid mediante ensayos no destructivos,Servicios,Abierto simplificado,,,Pluralidad de criterios,79552.38,64127.58,47.5,2019-11-18T00:00:00Z,Seguridad Industrial Medioambiente Y Calidad S.L.,B47474259,2020-01-17T00:00:00Z,false,false,false
