Centro;Descripcion Centro;Seccion;Descripcion Seccion;Programa;Descripcion Programa;Capitulo;Descripcion Capitulo;Economico;Descripcion Economico;CRED_INICIAL;MOD_CREDITO;C_DEFINITIVO;C_AUTORIZADO;C_DISPUESTO;OBL_RECONOC
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22606;REUNIONES, CONFERENCIAS Y CURSOS;500;0;500;0;0;0
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23000;DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO;2000;0;2000;669,16;669,16;669,16
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23020;DEL PERSONAL NO DIRECTIVO;2000;0;2000;0;0;0
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23100;GASTOS DE VIAJE  MIEMBROS DE LOS ORG. DE GOBIERNO;5500;0;5500;1213,36;1213,36;1213,36
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23120;GASTOS DE VIAJE DEL PERSONAL NO DIRECTIVO;4000;0;4000;0;0;0
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;6;INVERSIONES REALES;60900;PATRIMONIO HISTÓRICO, ARTÍSTICO Y CULTURAL;40000;0;40000;0;0;0
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;187093;0;187093;185292,5;185292,5;185292,5
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;31156;0;31156;39995,34;39995,34;39995,34
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;261609;0;261609;237997,68;237997,68;237997,68
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;511741;0;511741;466213,32;466213,32;466213,32
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12005;SUELDOS DEL GRUPO E;65290;0;65290;59034,15;59034,15;59034,15
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12006;TRIENIOS;229784;0;229784;215327,35;215327,35;215327,35
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;654602;0;654602;640269,9;640269,9;640269,9
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;1624693;0;1624693;1596721,24;1596721,24;1596721,24
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;105814;0;105814;101568,79;101568,79;101568,79
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;13000;RETRIBUCIONES BÁSICAS;49319;0;49319;36322,43;36322,43;36322,43
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;13002;OTRAS REMUNERACIONES;26151;0;26151;24980,9;24980,9;24980,9
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;199953;0;199953;203053,01;203053,01;203053,01
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;869515;0;869515;987062,94;987062,94;987062,94
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;16009;OTRAS CUOTAS;0;0;0;138163,75;138163,75;138163,75
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20300;ARRENDAMIENTOS DE MAQUINARIA, INSTALAC. Y UTILLAJE;2000;0;2000;1887,6;1887,6;1887,6
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21200;REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.;64700;0;64700;52114,06;48213,76;48213,76
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21300;REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE;23218;0;23218;15780,47;15780,47;15780,28
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21500;REP., MANT. Y CONSERV. DE MOBILIARIO;5000;0;5000;1187,44;1187,44;1187,4
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22000;MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE;10000;0;10000;8622,61;8622,61;8622,61
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22001;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;4000;0;4000;1638,63;1638,63;1638,63
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22002;MATERIAL INFORMÁTICO NO INVENTARIABLE;12000;0;12000;11850,85;11850,85;11850,85
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22104;VESTUARIO;12000;0;12000;10507,76;10507,76;10507,76
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22199;OTROS SUMINISTROS;22000;0;22000;14399;14399;14399
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22299;OTRAS GASTOS EN COMUNICACIONES;500;0;500;0;0;0
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22602;PUBLICIDAD Y PROPAGANDA;20000;0;20000;0;0;0
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22603;PUBLICACIÓN EN DIARIOS OFICIALES;1000;0;1000;0;0;0
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22606;REUNIONES, CONFERENCIAS Y CURSOS;45600;0;45600;33430,32;33430,32;11975,04
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22700;LIMPIEZA Y ASEO;174106;0;174106;172105,58;172105,58;172105,56
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;121771;0;121771;48368,78;48368,78;29325,27
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22799;OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.;3500;0;3500;2191,05;2191,05;2191,05
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23010;DEL PERSONAL DIRECTIVO;750;0;750;0;0;0
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23110;GASTOS DE VIAJE DEL PERSONAL DIRECTIVO;750;0;750;0;0;0
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23399;OTRAS INDEMNIZACIONES;1000;0;1000;80;80;80
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;6;INVERSIONES REALES;62302;ÚTILES Y HERRAMIENTAS;0;1500;1500;1275;1275;1275
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;6;INVERSIONES REALES;62500;MOBILIARIO Y EQUIPOS DE OFICINA;6000;0;6000;5454,89;5454,89;5454,89
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;6;INVERSIONES REALES;62599;OTRO MOBILIARIO Y ENSERES;5000;0;5000;3148,46;3148,46;3148,46
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;6;INVERSIONES REALES;62601;EQUIPOS PARA PROCESO DE DATOS;500;0;500;0;0;0
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;6;INVERSIONES REALES;63600;EQUIPOS DE COMUNICACIÓN (REFORMA Y REPOSICIÓN);110000;-1500;108500;96117,56;70082,67;70082,67
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;10000;RETRIBUCIONES BÁSICAS;2550148;-75567,88;2474580,12;2030827,4;2030827,4;2030827,4
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;10001;OTRAS REMUNERACIONES;0;0;0;31513,1;31513,1;31513,1
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;10100;RETRIBUCIONES BÁSICAS;0;0;0;6,58;6,58;6,58
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;11000;RETRIBUCIONES BÁSICAS;1023428;86027,79;1109455,79;851422,55;851422,55;851422,55
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;11001;RETRIBUCIONES COMPLEMENTARIAS;2202814;321919,9;2524733,9;1966820,83;1966820,83;1966820,83
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;11002;OTRAS REMUNERACIONES;0;0;0;0,46;0,46;0,46
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;333994;3758,31;337752,31;259997,58;259997,58;259997,58
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;69278;-2319,61;66958,39;50318,11;50318,11;50318,11
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;105132;29477,23;134609,23;93398,22;93398,22;93398,22
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;73444;-4098,25;69345,75;49551,11;49551,11;49551,11
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12006;TRIENIOS;192275;-4273,7;188001,3;144923,22;144923,22;144923,22
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;472766;16613,09;489379,09;372903,38;372903,38;372903,38
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;1240462;55574,38;1296036,38;996728,14;996728,14;996728,14
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;42168;1547,57;43715,57;32733,87;32733,87;32733,87
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;13000;RETRIBUCIONES BÁSICAS;30512;-478,6;30033,4;24425,17;24425,17;24425,17
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;13002;OTRAS REMUNERACIONES;54780;-584,61;54195,39;41346,06;41346,06;41346,06
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;415833;0;415833;275862,09;275862,09;275862,09
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;15100;GRATIFICACIONES POR SERVICIOS EXTRAORDINARIOS;0;0;0;427,5;427,5;427,5
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;1996721;115404,02;2112125,02;1700961,63;1700961,63;1700961,63
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;16009;OTRAS CUOTAS;0;0;0;51829,27;51829,27;51829,27
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20300;ARRENDAMIENTOS DE MAQUINARIA, INSTALAC. Y UTILLAJE;2000;0;2000;1887,6;1887,6;1887,6
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21200;REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.;35700;0;35700;28745,61;26594,24;26594,15
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21300;REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE;12831;0;12831;8993,34;8993,34;8993,12
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22000;MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE;15000;0;15000;7528,58;7528,58;7528,58
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22001;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;6000;0;6000;5068,95;5068,95;5068,95
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22002;MATERIAL INFORMÁTICO NO INVENTARIABLE;15000;0;15000;11485,36;11485,36;11485,36
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22199;OTROS SUMINISTROS;12000;0;12000;2926,02;2926,02;2926,02
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22700;LIMPIEZA Y ASEO;92768;0;92768;92767,94;92767,94;92767,94
1;AYUNTAMIENTO DE MADRID;2;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;4;TRANSFERENCIAS CORRIENTES;48100;DOTACIÓN GRUPOS POLÍTICOS MUNICIPALES;495134;0;495134;481360,12;481360,12;481360,12
